Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.7,16,9.8,28160,26,488,7,1.4,0.54,3133|3822|3824|11126|56253|259197|100528032,HLA-E|KLRC2|KLRD1|CD160|CRTAM|NCR3|KLRC4-KLRK1,-4,MyList
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-6.6,3.6,6.6,28160,351,488,22,4.5,0.94,567|2207|3133|3493|3494|3665|3811|3822|3824|5590|6375|8284|9437|11035|11126|30009|56253|91543|117157|259197|100507436|100528032,B2M|FCER1G|HLA-E|IGHA1|IGHA2|IRF7|KIR3DL1|KLRC2|KLRD1|PRKCZ|XCL1|KDM5D|NCR1|RIPK3|CD160|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-3.9,MyList
GO Biological Processes,19,GO:0032728,positive regulation of interferon-beta production,19_GO:0048518 positive regulation of biological process,-6.5,12,9,28160,39,488,8,1.6,0.57,3665|4938|4940|8767|9636|23586|64135|79132,IRF7|OAS1|OAS3|RIPK2|ISG15|DDX58|IFIH1|DHX58,-3.9,MyList
GO Biological Processes,19,GO:0042267,natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.5,8.4,8.1,28160,69,488,10,2,0.64,3133|3811|3822|3824|9437|11126|56253|259197|100507436|100528032,HLA-E|KIR3DL1|KLRC2|KLRD1|NCR1|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-3.9,MyList
WikiPathways,27,WP5092,Interactions of natural killer cells in pancreatic cancer,,-6.4,14,9.4,28160,28,488,7,1.4,0.54,6351|6352|9437|201633|259197|100507436|100528032,CCL4|CCL5|NCR1|TIGIT|NCR3|MICA|KLRC4-KLRK1,-3.8,MyList
GO Biological Processes,19,GO:0002832,negative regulation of response to biotic stimulus,19_GO:0048519 negative regulation of biological process,-6.4,6.4,7.5,28160,108,488,12,2.5,0.7,2|3133|3824|4938|4940|9636|10875|11274|56339|79132|79594|100507436,A2M|HLA-E|KLRD1|OAS1|OAS3|ISG15|FGL2|USP18|METTL3|DHX58|MUL1|MICA,-3.8,MyList
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-6.4,3.1,6.2,28160,484,488,26,5.3,1,567|2207|2841|3133|4063|5590|6352|6375|8379|8740|8764|8767|10875|11035|11126|11314|30009|56253|56339|64343|91543|120425|201633|257101|100507436|100528032,B2M|FCER1G|GPR18|HLA-E|LY9|PRKCZ|CCL5|XCL1|MAD1L1|TNFSF14|TNFRSF14|RIPK2|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|AZI2|RSAD2|JAML|TIGIT|ZNF683|MICA|KLRC4-KLRK1,-3.8,MyList
GO Biological Processes,19,GO:0001817,regulation of cytokine production,19_GO:0032501 multicellular organismal process,-6.2,2.5,5.8,28160,799,488,35,7.2,1.2,567|684|719|1240|1535|1649|2207|2268|2841|3133|3603|3665|4063|4938|4940|5590|6375|7294|7305|7538|8764|8767|9636|11035|11126|23586|30009|53347|56253|64135|79132|79594|91543|149628|201633,B2M|BST2|C3AR1|CMKLR1|CYBA|DDIT3|FCER1G|FGR|GPR18|HLA-E|IL16|IRF7|LY9|OAS1|OAS3|PRKCZ|XCL1|TXK|TYROBP|ZFP36|TNFRSF14|RIPK2|ISG15|RIPK3|CD160|DDX58|TBX21|UBASH3A|CRTAM|IFIH1|DHX58|MUL1|RSAD2|PYHIN1|TIGIT,-3.6,MyList
Reactome Gene Sets,6,R-HSA-2424491,DAP12 signaling,,-6.2,13,9.1,28160,30,488,7,1.4,0.54,567|3133|3822|3824|5291|7305|100528032,B2M|HLA-E|KLRC2|KLRD1|PIK3CB|TYROBP|KLRC4-KLRK1,-3.6,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.1,17,9.7,28160,20,488,6,1.2,0.5,4938|4940|9636|11274|56339|79594,OAS1|OAS3|ISG15|USP18|METTL3|MUL1,-3.5,MyList
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-6.1,3.4,6.2,28160,376,488,22,4.5,0.94,2|719|1240|2207|2268|3493|3494|3822|3824|7294|7305|7462|8767|9473|10616|11126|11314|53347|81030|85363|149628|259197,A2M|C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|KLRD1|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|UBASH3A|ZBP1|TRIM5|PYHIN1|NCR3,-3.5,MyList
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.9,2.5,5.7,28160,748,488,33,6.8,1.1,567|1535|2207|2268|2353|3133|3493|3494|3512|4938|4940|6048|6352|7132|7538|8764|8767|9636|10561|10578|11126|28646|28657|28662|28663|28689|28692|28693|51510|55603|79132|85363|100507436,B2M|CYBA|FCER1G|FGR|FOS|HLA-E|IGHA1|IGHA2|JCHAIN|OAS1|OAS3|RNF5|CCL5|TNFRSF1A|ZFP36|TNFRSF14|RIPK2|ISG15|IFI44|GNLY|CD160|TRAV36DV7|TRAV26-1|TRAV21|TRAV20|TRAV4|TRAV1-2|TRAV1-1|CHMP5|TENT5A|DHX58|TRIM5|MICA,-3.4,MyList
GO Biological Processes,19,GO:0035455,response to interferon-alpha,19_GO:0050896 response to stimulus,-5.9,16,9.4,28160,21,488,6,1.2,0.5,684|3433|3437|4600|8519|149628,BST2|IFIT2|IFIT3|MX2|IFITM1|PYHIN1,-3.4,MyList
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-5.9,3.2,6,28160,416,488,23,4.7,0.96,684|3434|3665|3669|4061|4599|4938|4940|6351|6352|6993|7538|8519|8764|9636|10346|10475|10670|51510|55337|64135|85363|91543,BST2|IFIT1|IRF7|ISG20|LY6E|MX1|OAS1|OAS3|CCL4|CCL5|DYNLT1|ZFP36|IFITM1|TNFRSF14|ISG15|TRIM22|TRIM38|RRAGA|CHMP5|SHFL|IFIH1|TRIM5|RSAD2,-3.4,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-5.9,2.7,5.7,28160,650,488,30,6.1,1.1,567|2207|2268|3133|3493|3494|3822|5590|6352|6375|7294|7305|8379|8530|8740|8764|8767|9473|10077|10875|11035|11126|11314|30009|56253|56339|201633|257101|100507436|100528032,B2M|FCER1G|FGR|HLA-E|IGHA1|IGHA2|KLRC2|PRKCZ|CCL5|XCL1|TXK|TYROBP|MAD1L1|CST7|TNFSF14|TNFRSF14|RIPK2|THEMIS2|TSPAN32|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|TIGIT|ZNF683|MICA|KLRC4-KLRK1,-3.3,MyList
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-5.8,2.9,5.8,28160,515,488,26,5.3,1,567|2268|3133|3493|3494|3822|5590|6352|6375|7305|8379|8740|8764|8767|9473|10875|11035|11126|11314|30009|56253|56339|201633|257101|100507436|100528032,B2M|FGR|HLA-E|IGHA1|IGHA2|KLRC2|PRKCZ|CCL5|XCL1|TYROBP|MAD1L1|TNFSF14|TNFRSF14|RIPK2|THEMIS2|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|TIGIT|ZNF683|MICA|KLRC4-KLRK1,-3.3,MyList
GO Biological Processes,19,GO:0001906,cell killing,19_GO:0009987 cellular process,-5.8,4.5,6.5,28160,192,488,15,3.1,0.78,567|3133|3811|3822|3824|6375|7305|9437|10578|11035|11126|56253|259197|100507436|100528032,B2M|HLA-E|KIR3DL1|KLRC2|KLRD1|XCL1|TYROBP|NCR1|GNLY|RIPK3|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-3.3,MyList
WikiPathways,27,WP4197,Immune response to tuberculosis,,-5.7,15,9,28160,23,488,6,1.2,0.5,3430|3434|3437|4599|4938|8519,IFI35|IFIT1|IFIT3|MX1|OAS1|IFITM1,-3.2,MyList
GO Biological Processes,19,GO:0006914,autophagy,19_GO:0008152 metabolic process,-5.7,2.8,5.7,28160,528,488,26,5.3,1,154|665|1020|1649|5291|6048|8767|9528|9895|10346|10475|10670|11152|23130|27244|54828|56270|79142|79156|79594|79735|83452|83734|84971|85363|116442,ADRB2|BNIP3L|CDK5|DDIT3|PIK3CB|RNF5|RIPK2|TMEM59|TECPR2|TRIM22|TRIM38|RRAGA|WDR45|ATG2A|SESN1|BCAS3|WDR45B|PHF23|PLEKHF1|MUL1|TBC1D17|RAB33B|ATG10|ATG4D|TRIM5|RAB39B,-3.1,MyList
GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-5.7,2.8,5.7,28160,528,488,26,5.3,1,154|665|1020|1649|5291|6048|8767|9528|9895|10346|10475|10670|11152|23130|27244|54828|56270|79142|79156|79594|79735|83452|83734|84971|85363|116442,ADRB2|BNIP3L|CDK5|DDIT3|PIK3CB|RNF5|RIPK2|TMEM59|TECPR2|TRIM22|TRIM38|RRAGA|WDR45|ATG2A|SESN1|BCAS3|WDR45B|PHF23|PLEKHF1|MUL1|TBC1D17|RAB33B|ATG10|ATG4D|TRIM5|RAB39B,-3.1,MyList
WikiPathways,27,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,-5.6,7.6,7.3,28160,68,488,9,1.8,0.61,3433|3665|4599|6351|6352|8519|11126|23586|79132,IFIT2|IRF7|MX1|CCL4|CCL5|IFITM1|CD160|DDX58|DHX58,-3.1,MyList
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-5.6,4.6,6.3,28160,176,488,14,2.9,0.76,1535|3430|3665|4814|4938|4940|5608|8767|11314|23586|56927|64135|79132|91543,CYBA|IFI35|IRF7|NINJ1|OAS1|OAS3|MAP2K6|RIPK2|CD300A|DDX58|GPR108|IFIH1|DHX58|RSAD2,-3.1,MyList
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-5.5,2.7,5.5,28160,606,488,28,5.7,1.1,567|2268|3133|3493|3494|3822|5590|6352|6375|7305|8379|8530|8740|8764|8767|9473|10077|10875|11035|11126|11314|30009|56253|56339|201633|257101|100507436|100528032,B2M|FGR|HLA-E|IGHA1|IGHA2|KLRC2|PRKCZ|CCL5|XCL1|TYROBP|MAD1L1|CST7|TNFSF14|TNFRSF14|RIPK2|THEMIS2|TSPAN32|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|TIGIT|ZNF683|MICA|KLRC4-KLRK1,-3,MyList
GO Biological Processes,19,GO:0019079,viral genome replication,19_GO:0016032 viral process,-5.5,5.3,6.5,28160,131,488,12,2.5,0.7,684|3434|3669|4599|4938|4940|6352|8519|9636|55337|64135|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|CCL5|IFITM1|ISG15|SHFL|IFIH1|RSAD2,-3,MyList
GO Biological Processes,19,GO:0046631,alpha-beta T cell activation,19_GO:0002376 immune system process,-5.5,4.8,6.4,28160,155,488,13,2.7,0.73,2841|3133|4063|5590|6375|8764|8767|11126|11314|30009|56253|91543|257101,GPR18|HLA-E|LY9|PRKCZ|XCL1|TNFRSF14|RIPK2|CD160|CD300A|TBX21|CRTAM|RSAD2|ZNF683,-3,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-5.5,3.4,5.8,28160,318,488,19,3.9,0.88,684|3434|3669|4061|4599|4938|4940|6352|6993|8519|8764|9636|10346|10475|51510|55337|64135|85363|91543,BST2|IFIT1|ISG20|LY6E|MX1|OAS1|OAS3|CCL5|DYNLT1|IFITM1|TNFRSF14|ISG15|TRIM22|TRIM38|CHMP5|SHFL|IFIH1|TRIM5|RSAD2,-3,MyList
GO Biological Processes,19,GO:0002456,T cell mediated immunity,19_GO:0002376 immune system process,-5.4,5.7,6.6,28160,111,488,11,2.3,0.67,567|3133|3824|5590|6375|8284|11035|30009|56253|91543|100507436,B2M|HLA-E|KLRD1|PRKCZ|XCL1|KDM5D|RIPK3|TBX21|CRTAM|RSAD2|MICA,-3,MyList
GO Biological Processes,19,GO:0002429,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-5.4,3.6,5.9,28160,291,488,18,3.7,0.85,719|1240|2207|2268|3493|3494|3822|3824|7294|7305|7462|8767|9473|10616|11126|11314|53347|259197,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|KLRD1|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|UBASH3A|NCR3,-3,MyList
GO Biological Processes,19,GO:0002757,immune response-activating signal transduction,19_GO:0002376 immune system process,-5.4,3.6,5.9,28160,291,488,18,3.7,0.85,719|1240|2207|2268|3493|3494|3822|3824|7294|7305|7462|8767|9473|10616|11126|11314|53347|259197,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|KLRD1|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|UBASH3A|NCR3,-3,MyList
GO Biological Processes,19,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,19_GO:0048518 positive regulation of biological process,-5.3,4.3,6.1,28160,186,488,14,2.9,0.76,684|843|6285|7132|8767|10346|10475|10616|51246|51523|79594|85363|142678|339123,BST2|CASP10|S100B|TNFRSF1A|RIPK2|TRIM22|TRIM38|RBCK1|SHISA5|CXXC5|MUL1|TRIM5|MIB2|JMJD8,-2.8,MyList
GO Biological Processes,19,GO:0032648,regulation of interferon-beta production,19_GO:0032501 multicellular organismal process,-5.3,8.2,7.2,28160,56,488,8,1.6,0.57,3665|4938|4940|8767|9636|23586|64135|79132,IRF7|OAS1|OAS3|RIPK2|ISG15|DDX58|IFIH1|DHX58,-2.8,MyList
GO Biological Processes,19,GO:0032608,interferon-beta production,19_GO:0032501 multicellular organismal process,-5.3,8.2,7.2,28160,56,488,8,1.6,0.57,3665|4938|4940|8767|9636|23586|64135|79132,IRF7|OAS1|OAS3|RIPK2|ISG15|DDX58|IFIH1|DHX58,-2.8,MyList
GO Biological Processes,19,GO:0060759,regulation of response to cytokine stimulus,19_GO:0050896 response to stimulus,-5.3,4.6,6.2,28160,162,488,13,2.7,0.73,3665|4938|4940|6352|7294|8767|9636|11274|23586|56339|64135|79594|81030,IRF7|OAS1|OAS3|CCL5|TXK|RIPK2|ISG15|USP18|DDX58|METTL3|IFIH1|MUL1|ZBP1,-2.8,MyList
GO Biological Processes,19,GO:2000501,regulation of natural killer cell chemotaxis,19_GO:0040011 locomotion,-5.2,29,10,28160,8,488,4,0.82,0.41,6351|6352|6375|100528032,CCL4|CCL5|XCL1|KLRC4-KLRK1,-2.8,MyList
GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-5.2,3.3,5.6,28160,330,488,19,3.9,0.88,567|3133|5590|6352|6375|8379|8740|8764|8767|10875|11035|11126|11314|30009|56253|56339|201633|257101|100528032,B2M|HLA-E|PRKCZ|CCL5|XCL1|MAD1L1|TNFSF14|TNFRSF14|RIPK2|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|TIGIT|ZNF683|KLRC4-KLRK1,-2.8,MyList
GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-5.2,8,7,28160,58,488,8,1.6,0.57,3665|4938|4940|8767|9636|23586|64135|79132,IRF7|OAS1|OAS3|RIPK2|ISG15|DDX58|IFIH1|DHX58,-2.7,MyList
GO Biological Processes,19,GO:0002718,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-5.1,5.9,6.5,28160,97,488,10,2,0.64,567|684|3133|5590|6375|8764|11126|23586|30009|91543,B2M|BST2|HLA-E|PRKCZ|XCL1|TNFRSF14|CD160|DDX58|TBX21|RSAD2,-2.7,MyList
GO Biological Processes,19,GO:0002367,cytokine production involved in immune response,19_GO:0002376 immune system process,-5.1,5.9,6.4,28160,98,488,10,2,0.64,567|684|3133|5590|6375|8764|11126|23586|30009|91543,B2M|BST2|HLA-E|PRKCZ|XCL1|TNFRSF14|CD160|DDX58|TBX21|RSAD2,-2.7,MyList
GO Biological Processes,19,GO:0007249,I-kappaB kinase/NF-kappaB signaling,19_GO:0023052 signaling,-5,3.5,5.6,28160,281,488,17,3.5,0.83,684|843|6285|7132|8767|10346|10475|10616|11035|51246|51523|55179|64343|79594|85363|142678|339123,BST2|CASP10|S100B|TNFRSF1A|RIPK2|TRIM22|TRIM38|RBCK1|RIPK3|SHISA5|CXXC5|FAIM|AZI2|MUL1|TRIM5|MIB2|JMJD8,-2.6,MyList
WikiPathways,27,WP3865,Novel intracellular components of RIG-I-like receptor (RLR) pathway,,-5,7.6,6.8,28160,61,488,8,1.6,0.57,843|3665|8653|9636|23586|64135|64343|79132,CASP10|IRF7|DDX3Y|ISG15|DDX58|IFIH1|AZI2|DHX58,-2.6,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-5,6.5,6.5,28160,80,488,9,1.8,0.61,3434|4599|4600|4938|4940|9636|11274|23586|51191,IFIT1|MX1|MX2|OAS1|OAS3|ISG15|USP18|DDX58|HERC5,-2.6,MyList
GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-4.9,3.3,5.4,28160,315,488,18,3.7,0.85,719|1240|2207|2268|3493|3494|3822|3824|7294|7305|7462|8767|9473|10616|11126|11314|53347|259197,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|KLRD1|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|UBASH3A|NCR3,-2.5,MyList
Reactome Gene Sets,6,R-HSA-2172127,DAP12 interactions,,-4.9,9,7.1,28160,45,488,7,1.4,0.54,567|3133|3822|3824|5291|7305|100528032,B2M|HLA-E|KLRC2|KLRD1|PIK3CB|TYROBP|KLRC4-KLRK1,-2.5,MyList
GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-4.9,3.6,5.5,28160,258,488,16,3.3,0.81,2|2268|3133|3824|4938|4940|7132|7538|8530|9636|10875|11274|56339|79132|79594|100507436,A2M|FGR|HLA-E|KLRD1|OAS1|OAS3|TNFRSF1A|ZFP36|CST7|ISG15|FGL2|USP18|METTL3|DHX58|MUL1|MICA,-2.5,MyList
GO Biological Processes,19,GO:0046634,regulation of alpha-beta T cell activation,19_GO:0002376 immune system process,-4.9,5.5,6.2,28160,104,488,10,2,0.64,3133|5590|6375|8764|8767|11126|11314|30009|56253|257101,HLA-E|PRKCZ|XCL1|TNFRSF14|RIPK2|CD160|CD300A|TBX21|CRTAM|ZNF683,-2.5,MyList
GO Biological Processes,19,GO:0035747,natural killer cell chemotaxis,19_GO:0040011 locomotion,-4.8,23,9.3,28160,10,488,4,0.82,0.41,6351|6352|6375|100528032,CCL4|CCL5|XCL1|KLRC4-KLRK1,-2.4,MyList
GO Biological Processes,19,GO:0002720,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-4.7,7,6.5,28160,66,488,8,1.6,0.57,567|3133|5590|6375|8764|11126|23586|91543,B2M|HLA-E|PRKCZ|XCL1|TNFRSF14|CD160|DDX58|RSAD2,-2.4,MyList
GO Biological Processes,19,GO:0030101,natural killer cell activation,19_GO:0002376 immune system process,-4.6,5.8,6.1,28160,89,488,9,1.8,0.61,2268|3133|3822|7305|9437|257101|259197|100507436|100528032,FGR|HLA-E|KLRC2|TYROBP|NCR1|ZNF683|NCR3|MICA|KLRC4-KLRK1,-2.2,MyList
GO Biological Processes,19,GO:0002695,negative regulation of leukocyte activation,19_GO:0002376 immune system process,-4.6,4,5.5,28160,187,488,13,2.7,0.73,2268|6375|7305|8379|8530|8764|10077|10875|11314|30009|56253|201633|100507436,FGR|XCL1|TYROBP|MAD1L1|CST7|TNFRSF14|TSPAN32|FGL2|CD300A|TBX21|CRTAM|TIGIT|MICA,-2.2,MyList
GO Biological Processes,19,GO:0050688,regulation of defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.6,6.7,6.3,28160,69,488,8,1.6,0.57,3434|10077|10875|23586|51191|79132|79594|255520,IFIT1|TSPAN32|FGL2|DDX58|HERC5|DHX58|MUL1|ELMOD2,-2.2,MyList
GO Biological Processes,19,GO:0039530,MDA-5 signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.6,21,8.8,28160,11,488,4,0.82,0.41,3665|4940|64135|79132,IRF7|OAS3|IFIH1|DHX58,-2.2,MyList
GO Biological Processes,19,GO:0001913,T cell mediated cytotoxicity,19_GO:0002376 immune system process,-4.6,7.9,6.6,28160,51,488,7,1.4,0.54,567|3133|3824|6375|11035|56253|100507436,B2M|HLA-E|KLRD1|XCL1|RIPK3|CRTAM|MICA,-2.2,MyList
GO Biological Processes,19,GO:0032814,regulation of natural killer cell activation,19_GO:0002376 immune system process,-4.6,9.9,7,28160,35,488,6,1.2,0.5,2268|3133|3822|7305|257101|100507436,FGR|HLA-E|KLRC2|TYROBP|ZNF683|MICA,-2.2,MyList
Reactome Gene Sets,6,R-HSA-877300,Interferon gamma signaling,,-4.5,5.7,6,28160,91,488,9,1.8,0.61,567|2635|3133|3665|4938|4940|10346|10475|85363,B2M|GBP3|HLA-E|IRF7|OAS1|OAS3|TRIM22|TRIM38|TRIM5,-2.2,MyList
GO Biological Processes,19,GO:0006968,cellular defense response,19_GO:0050896 response to stimulus,-4.4,7.5,6.3,28160,54,488,7,1.4,0.54,3812|3822|3823|7305|9437|10219|10578,KIR3DL2|KLRC2|KLRC3|TYROBP|NCR1|KLRG1|GNLY,-2.1,MyList
WikiPathways,27,WP4655,Cytosolic DNA-sensing pathway,,-4.3,6.2,5.9,28160,75,488,8,1.6,0.57,843|3665|6351|6352|9636|11035|23586|81030,CASP10|IRF7|CCL4|CCL5|ISG15|RIPK3|DDX58|ZBP1,-2,MyList
GO Biological Processes,19,GO:2000503,positive regulation of natural killer cell chemotaxis,19_GO:0040011 locomotion,-4.3,35,10,28160,5,488,3,0.61,0.35,6351|6352|6375,CCL4|CCL5|XCL1,-2,MyList
GO Biological Processes,19,GO:2000551,regulation of T-helper 2 cell cytokine production,19_GO:0002376 immune system process,-4.2,18,8,28160,13,488,4,0.82,0.41,5590|6375|30009|91543,PRKCZ|XCL1|TBX21|RSAD2,-1.9,MyList
GO Biological Processes,19,GO:0035745,T-helper 2 cell cytokine production,19_GO:0002376 immune system process,-4.2,18,8,28160,13,488,4,0.82,0.41,5590|6375|30009|91543,PRKCZ|XCL1|TBX21|RSAD2,-1.9,MyList
KEGG Pathway,24,ko04612,Antigen processing and presentation,,-4.2,6,5.8,28160,77,488,8,1.6,0.57,567|3133|3804|3811|3812|3822|3823|3824,B2M|HLA-E|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|KLRD1,-1.9,MyList
KEGG Pathway,24,hsa04612,Antigen processing and presentation ,,-4.2,6,5.8,28160,77,488,8,1.6,0.57,567|3133|3804|3811|3812|3822|3823|3824,B2M|HLA-E|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|KLRD1,-1.9,MyList
GO Biological Processes,19,GO:0010508,positive regulation of autophagy,19_GO:0048518 positive regulation of biological process,-4.2,4.7,5.4,28160,124,488,10,2,0.64,154|665|5291|8767|9528|10346|10475|27244|79156|85363,ADRB2|BNIP3L|PIK3CB|RIPK2|TMEM59|TRIM22|TRIM38|SESN1|PLEKHF1|TRIM5,-1.9,MyList
GO Biological Processes,19,GO:0001959,regulation of cytokine-mediated signaling pathway,19_GO:0023052 signaling,-4.2,4.2,5.3,28160,150,488,11,2.3,0.67,3665|4938|4940|6352|7294|8767|9636|11274|56339|79594|81030,IRF7|OAS1|OAS3|CCL5|TXK|RIPK2|ISG15|USP18|METTL3|MUL1|ZBP1,-1.9,MyList
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,19_GO:0048519 negative regulation of biological process,-4.1,3.6,5,28160,210,488,13,2.7,0.73,2268|6375|7305|8379|8530|8764|10077|10875|11314|30009|56253|201633|100507436,FGR|XCL1|TYROBP|MAD1L1|CST7|TNFRSF14|TSPAN32|FGL2|CD300A|TBX21|CRTAM|TIGIT|MICA,-1.8,MyList
GO Biological Processes,19,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-4.1,6.6,5.8,28160,61,488,7,1.4,0.54,3665|4940|5608|8767|23586|64135|79132,IRF7|OAS3|MAP2K6|RIPK2|DDX58|IFIH1|DHX58,-1.8,MyList
Reactome Gene Sets,6,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,,-4.1,5.6,5.6,28160,82,488,8,1.6,0.57,843|3665|6285|9636|23586|51191|64135|79132,CASP10|IRF7|S100B|ISG15|DDX58|HERC5|IFIH1|DHX58,-1.8,MyList
GO Biological Processes,19,GO:0002819,regulation of adaptive immune response,19_GO:0002376 immune system process,-4,3.8,5,28160,183,488,12,2.5,0.7,567|3133|3665|3824|5590|6375|8764|8767|11035|11126|30009|91543,B2M|HLA-E|IRF7|KLRD1|PRKCZ|XCL1|TNFRSF14|RIPK2|RIPK3|CD160|TBX21|RSAD2,-1.8,MyList
Canonical Pathways,11,M54,PID IL12 2PATHWAY,,-4,6.5,5.8,28160,62,488,7,1.4,0.54,567|2353|4616|5608|6351|8767|30009,B2M|FOS|GADD45B|MAP2K6|CCL4|RIPK2|TBX21,-1.7,MyList
GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-4,4,5.1,28160,157,488,11,2.3,0.67,2268|6375|7305|8379|8764|10875|11314|30009|56253|201633|100507436,FGR|XCL1|TYROBP|MAD1L1|TNFRSF14|FGL2|CD300A|TBX21|CRTAM|TIGIT|MICA,-1.7,MyList
GO Biological Processes,19,GO:0035022,positive regulation of Rac protein signal transduction,19_GO:0048518 positive regulation of biological process,-4,29,9.1,28160,6,488,3,0.61,0.35,5291|6993|26053,PIK3CB|DYNLT1|AUTS2,-1.7,MyList
KEGG Pathway,24,hsa05168,Herpes simplex infection,,-4,3.7,5,28160,185,488,12,2.5,0.7,2353|3133|3434|3665|4938|4940|6352|7132|8740|8764|23586|64135,FOS|HLA-E|IFIT1|IRF7|OAS1|OAS3|CCL5|TNFRSF1A|TNFSF14|TNFRSF14|DDX58|IFIH1,-1.7,MyList
KEGG Pathway,24,ko05168,Herpes simplex infection,,-4,3.7,5,28160,185,488,12,2.5,0.7,2353|3133|3434|3665|4938|4940|6352|7132|8740|8764|23586|64135,FOS|HLA-E|IFIT1|IRF7|OAS1|OAS3|CCL5|TNFRSF1A|TNFSF14|TNFRSF14|DDX58|IFIH1,-1.7,MyList
GO Biological Processes,19,GO:0140374,antiviral innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,15,7.4,28160,15,488,4,0.82,0.41,3434|4599|4938|23586,IFIT1|MX1|OAS1|DDX58,-1.7,MyList
