_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-5.4,GO:0018105,peptidyl-serine phosphorylation,M1,1,0
1,-2.3,WP710,DNA damage response (only ATM dependent),M1,1,0
1,-4.4,GO:0090287,regulation of cellular response to growth factor stimulus,M1,1,0
1,-2.2,WP51,Regulation of actin cytoskeleton,M1,1,0
1,-2.9,GO:0051056,regulation of small GTPase mediated signal transduction,M1,1,0
1,-3.4,R-HSA-9662834,CD163 mediating an anti-inflammatory response,M1,1,0
1,-4.1,WP4538,Regulatory circuits of the STAT3 signaling pathway,M1,1,0
1,-3.4,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,M1,1,0
1,-3.4,GO:0007015,actin filament organization,M1,1,0
1,-4.7,CORUM:7557,LGR4-RSPO supercomplex,M1,1,0
1,-2.4,CORUM:7582,ESR2-TRAP/Mediator coactivator complex,M1,1,0
1,-4.2,GO:0043255,regulation of carbohydrate biosynthetic process,M1,1,0
1,-3.3,M48,PID MET PATHWAY,M1,1,0
1,-5.5,GO:0032870,cellular response to hormone stimulus,M1,1,0
1,-2.1,GO:0048812,neuron projection morphogenesis,M1,1,0
1,-2.1,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",M1,1,0
1,-2,GO:0120039,plasma membrane bounded cell projection morphogenesis,M1,1,0
1,-2.2,GO:0048524,positive regulation of viral process,M1,1,0
1,-2,WP4172,PI3K-Akt signaling pathway,M1,1,0
1,-7.5,GO:0035710,"CD4-positive, alpha-beta T cell activation",M1,1,0
1,-3.7,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-4.5,GO:0032259,methylation,M1,1,0
1,-10,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-3.3,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-2.5,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M1,1,0
1,-3.3,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,M1,1,0
1,-2.5,R-HSA-432720,Lysosome Vesicle Biogenesis,M1,1,0
1,-3.8,WP481,Insulin signaling,M1,1,0
1,-3.8,hsa04068,foxo signaling pathway,M1,1,0
1,-3.2,GO:0043043,peptide biosynthetic process,M1,1,0
1,-2.4,GO:0034030,ribonucleoside bisphosphate biosynthetic process,M1,1,0
1,-3,R-HSA-5688426,Deubiquitination,M1,1,0
1,-3.6,GO:0030029,actin filament-based process,M1,1,0
1,-3.6,ko04658,Th1 and Th2 cell differentiation,M1,1,0
1,-2.4,WP2380,Brain-derived neurotrophic factor (BDNF) signaling pathway,M1,1,0
1,-3.8,R-HSA-9614085,FOXO-mediated transcription,M1,1,0
1,-3,R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),M1,1,0
1,-3.3,GO:0032418,lysosome localization,M1,1,0
1,-3.4,R-HSA-112411,MAPK1 (ERK2) activation,M1,1,0
1,-4.4,GO:0006338,chromatin remodeling,M1,1,0
1,-4.3,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-2.6,GO:0030111,regulation of Wnt signaling pathway,M1,1,0
1,-2.2,M91,PID TCPTP PATHWAY,M1,1,0
1,-4,GO:0045621,positive regulation of lymphocyte differentiation,M1,1,0
1,-2.7,GO:2000345,regulation of hepatocyte proliferation,M1,1,0
1,-3.9,R-HSA-1483257,Phospholipid metabolism,M1,1,0
1,-6.6,M124,PID CXCR4 PATHWAY,M1,1,0
1,-3.2,R-HSA-8939211,ESR-mediated signaling,M1,1,0
1,-2.9,GO:0071616,acyl-CoA biosynthetic process,M1,1,0
1,-3.7,GO:0016032,viral process,M1,1,0
1,-3.5,GO:1901361,organic cyclic compound catabolic process,M1,1,0
1,-2.4,R-HSA-68877,Mitotic Prometaphase,M1,1,0
1,-3.6,M237,PID VEGFR1 2 PATHWAY,M1,1,0
1,-2.9,GO:1901215,negative regulation of neuron death,M1,1,0
1,-2.8,WP1541,Energy metabolism,M1,1,0
1,-2.4,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M1,1,0
1,-2.8,GO:0045912,negative regulation of carbohydrate metabolic process,M1,1,0
1,-2.3,M58,PID AR PATHWAY,M1,1,0
1,-2.6,R-HSA-180910,Vpr-mediated nuclear import of PICs,M1,1,0
1,-6.9,GO:1903047,mitotic cell cycle process,M1,1,0
1,-2.3,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,M1,1,0
1,-2.6,hsa04660,T cell receptor signaling pathway ,M1,1,0
1,-3.2,M164,PID ERBB1 DOWNSTREAM PATHWAY,M1,1,0
1,-4.7,GO:0071407,cellular response to organic cyclic compound,M1,1,0
1,-2.8,GO:0010564,regulation of cell cycle process,M1,1,0
1,-2.6,GO:0060323,head morphogenesis,M1,1,0
1,-3.6,R-HSA-177929,Signaling by EGFR,M1,1,0
1,-2.3,GO:0061458,reproductive system development,M1,1,0
1,-2.4,GO:0032012,regulation of ARF protein signal transduction,M1,1,0
1,-2.1,R-HSA-379716,Cytosolic tRNA aminoacylation,M1,1,0
1,-2.1,GO:0035307,positive regulation of protein dephosphorylation,M1,1,0
1,-3.6,GO:1903311,regulation of mRNA metabolic process,M1,1,0
1,-6.1,GO:0019941,modification-dependent protein catabolic process,M1,1,0
1,-2.6,R-HSA-75153,Apoptotic execution phase,M1,1,0
1,-5.3,GO:0051250,negative regulation of lymphocyte activation,M1,1,0
1,-2.2,GO:0072575,epithelial cell proliferation involved in liver morphogenesis,M1,1,0
1,-7.5,GO:0006405,RNA export from nucleus,M1,1,0
1,-4.5,R-HSA-69278,"Cell Cycle, Mitotic",M1,1,0
1,-2.9,GO:0006413,translational initiation,M1,1,0
1,-2.6,R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,M1,1,0
1,-2.4,GO:2000269,regulation of fibroblast apoptotic process,M1,1,0
1,-3,ko05145,Toxoplasmosis,M1,1,0
1,-2.6,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-4.1,GO:0046700,heterocycle catabolic process,M1,1,0
1,-4.6,GO:0006333,chromatin assembly or disassembly,M1,1,0
1,-2.4,R-HSA-5663220,RHO GTPases Activate Formins,M1,1,0
1,-2.3,GO:0048858,cell projection morphogenesis,M1,1,0
1,-2.1,GO:2000142,"regulation of DNA-templated transcription, initiation",M1,1,0
1,-2,M2579,ST DIFFERENTIATION PATHWAY IN PC12 CELLS,M1,1,0
1,-4.7,WP2374,Oncostatin M signaling pathway,M1,1,0
1,-2.7,GO:0022618,ribonucleoprotein complex assembly,M1,1,0
1,-4.7,GO:1905268,negative regulation of chromatin organization,M1,1,0
1,-2.6,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-3.9,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-3.5,GO:0032869,cellular response to insulin stimulus,M1,1,0
1,-3.8,R-HSA-5633007,Regulation of TP53 Activity,M1,1,0
1,-5.4,GO:0006403,RNA localization,M1,1,0
1,-3.1,GO:0090132,epithelium migration,M1,1,0
1,-2.5,GO:0051347,positive regulation of transferase activity,M1,1,0
1,-2.5,R-HSA-180292,GAB1 signalosome,M1,1,0
1,-2.2,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,M1,1,0
1,-3.6,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,M1,1,0
1,-8.7,GO:0006914,autophagy,M1,1,0
1,-2.2,M255,PID HIF1 TFPATHWAY,M1,1,0
1,-2.2,GO:0051151,negative regulation of smooth muscle cell differentiation,M1,1,0
1,-2,GO:0032635,interleukin-6 production,M1,1,0
1,-2.5,GO:0048008,platelet-derived growth factor receptor signaling pathway,M1,1,0
1,-4.5,GO:0034248,regulation of cellular amide metabolic process,M1,1,0
1,-4.3,WP4585,Cancer immunotherapy by PD-1 blockade,M1,1,0
1,-2.2,GO:0060965,negative regulation of gene silencing by miRNA,M1,1,0
1,-3.2,WP560,TGF-beta receptor signaling,M1,1,0
1,-2.1,GO:0072576,liver morphogenesis,M1,1,0
1,-2.8,GO:0043374,"CD8-positive, alpha-beta T cell differentiation",M1,1,0
1,-2,GO:0071322,cellular response to carbohydrate stimulus,M1,1,0
1,-3.3,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-3.9,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-2.5,R-HSA-432722,Golgi Associated Vesicle Biogenesis,M1,1,0
1,-2.8,M125,PID IGF1 PATHWAY,M1,1,0
1,-2.4,GO:0033866,nucleoside bisphosphate biosynthetic process,M1,1,0
1,-2,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,M1,1,0
1,-2.3,GO:0030518,intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-3.1,GO:0010907,positive regulation of glucose metabolic process,M1,1,0
1,-2.5,WP585,Interferon type I signaling pathways,M1,1,0
1,-2.6,R-HSA-9022692,Regulation of MECP2 expression and activity,M1,1,0
1,-3.5,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,M1,1,0
1,-4.4,CORUM:3075,UTX-MLL2/3 complex,M1,1,0
1,-9.9,GO:0046632,alpha-beta T cell differentiation,M1,1,0
1,-3.7,GO:0010498,proteasomal protein catabolic process,M1,1,0
1,-4.5,R-HSA-199991,Membrane Trafficking,M1,1,0
1,-2.7,GO:0001782,B cell homeostasis,M1,1,0
1,-2.6,GO:0043547,positive regulation of GTPase activity,M1,1,0
1,-2.2,GO:0051983,regulation of chromosome segregation,M1,1,0
1,-3.5,GO:0048536,spleen development,M1,1,0
1,-2.4,WP3594,Circadian rhythm genes,M1,1,0
1,-2.6,GO:0007420,brain development,M1,1,0
1,-2.3,GO:0043542,endothelial cell migration,M1,1,0
1,-2.8,R-HSA-3214841,PKMTs methylate histone lysines,M1,1,0
1,-2.7,WP5063,FOXP3 in COVID-19,M1,1,0
1,-5,R-HSA-3214847,HATs acetylate histones,M1,1,0
1,-7.6,GO:0009896,positive regulation of catabolic process,M1,1,0
1,-3.2,GO:0060828,regulation of canonical Wnt signaling pathway,M1,1,0
1,-2.1,GO:0072010,glomerular epithelium development,M1,1,0
1,-4.8,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M1,1,0
1,-3.9,GO:0002250,adaptive immune response,M1,1,0
1,-3.7,WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,M1,1,0
1,-5.2,R-HSA-9012999,RHO GTPase cycle,M1,1,0
1,-2.3,GO:1903725,regulation of phospholipid metabolic process,M1,1,0
1,-3.3,GO:0010847,regulation of chromatin assembly,M1,1,0
1,-2.7,GO:0045668,negative regulation of osteoblast differentiation,M1,1,0
1,-2.2,ko04142,Lysosome,M1,1,0
1,-6.4,GO:1903707,negative regulation of hemopoiesis,M1,1,0
1,-10,GO:0006913,nucleocytoplasmic transport,M1,1,0
1,-6.7,GO:0017038,protein import,M1,1,0
1,-2.4,GO:0030183,B cell differentiation,M1,1,0
1,-5,ko04070,Phosphatidylinositol signaling system,M1,1,0
1,-4.1,GO:0006402,mRNA catabolic process,M1,1,0
1,-2.7,GO:0048589,developmental growth,M1,1,0
1,-5.8,GO:0050657,nucleic acid transport,M1,1,0
1,-2.6,GO:0045722,positive regulation of gluconeogenesis,M1,1,0
1,-5.1,GO:0050867,positive regulation of cell activation,M1,1,0
1,-2,WP1982,Sterol regulatory element-binding proteins (SREBP) signaling,M1,1,0
1,-4.8,hsa05166,HTLV-I infection,M1,1,0
1,-3.4,GO:0042113,B cell activation,M1,1,0
1,-6.6,GO:0006475,internal protein amino acid acetylation,M1,1,0
1,-3.4,GO:0019318,hexose metabolic process,M1,1,0
1,-5.5,WP4754,IL-18 signaling pathway,M1,1,0
1,-3.4,GO:0007162,negative regulation of cell adhesion,M1,1,0
1,-3.8,GO:0009299,mRNA transcription,M1,1,0
1,-6.6,GO:1902106,negative regulation of leukocyte differentiation,M1,1,0
1,-3.4,GO:0034401,chromatin organization involved in regulation of transcription,M1,1,0
1,-2.6,GO:0046578,regulation of Ras protein signal transduction,M1,1,0
1,-3.2,GO:0002820,negative regulation of adaptive immune response,M1,1,0
1,-3.8,GO:0000280,nuclear division,M1,1,0
1,-2.2,GO:1901655,cellular response to ketone,M1,1,0
1,-6.5,GO:0002252,immune effector process,M1,1,0
1,-4.5,GO:0051052,regulation of DNA metabolic process,M1,1,0
1,-2.2,R-HSA-6782135,Dual incision in TC-NER,M1,1,0
1,-2.2,GO:0006284,base-excision repair,M1,1,0
1,-2.4,GO:0043029,T cell homeostasis,M1,1,0
1,-4.5,GO:0002695,negative regulation of leukocyte activation,M1,1,0
1,-4.7,CORUM:4,Multisubunit ACTR coactivator complex,M1,1,0
1,-3.5,GO:0051098,regulation of binding,M1,1,0
1,-5.6,M101,PID HDAC CLASSI PATHWAY,M1,1,0
1,-2.8,GO:1901796,regulation of signal transduction by p53 class mediator,M1,1,0
1,-4.2,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.8,ko04330,Notch signaling pathway,M1,1,0
1,-3.1,GO:0097190,apoptotic signaling pathway,M1,1,0
1,-2.7,GO:0043171,peptide catabolic process,M1,1,0
1,-3.1,ko04910,Insulin signaling pathway,M1,1,0
1,-2.5,R-HSA-429914,Deadenylation-dependent mRNA decay,M1,1,0
1,-3.3,GO:1902903,regulation of supramolecular fiber organization,M1,1,0
1,-6.2,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-2.3,GO:0032956,regulation of actin cytoskeleton organization,M1,1,0
1,-2.3,GO:0002260,lymphocyte homeostasis,M1,1,0
1,-4.7,GO:0048017,inositol lipid-mediated signaling,M1,1,0
1,-2.3,R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,M1,1,0
1,-2.2,R-HSA-2132295,MHC class II antigen presentation,M1,1,0
1,-3,GO:0033522,histone H2A ubiquitination,M1,1,0
1,-3.3,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2,WP4255,Non-small cell lung cancer,M1,1,0
1,-2.9,GO:0051101,regulation of DNA binding,M1,1,0
1,-7.3,hsa00562,Inositol phosphate metabolism ,M1,1,0
1,-2.1,GO:0030705,cytoskeleton-dependent intracellular transport,M1,1,0
1,-3.2,GO:0042306,regulation of protein import into nucleus,M1,1,0
1,-2.5,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-2.1,GO:0060967,negative regulation of gene silencing by RNA,M1,1,0
1,-5.6,M136,PID FOXO PATHWAY,M1,1,0
1,-2.9,GO:0018107,peptidyl-threonine phosphorylation,M1,1,0
1,-3.6,GO:0048285,organelle fission,M1,1,0
1,-2.2,R-HSA-186712,Regulation of beta-cell development,M1,1,0
1,-4.7,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-3.1,hsa04910,Insulin signaling pathway ,M1,1,0
1,-2.2,GO:0150105,protein localization to cell-cell junction,M1,1,0
1,-2.3,GO:0045787,positive regulation of cell cycle,M1,1,0
1,-2,R-HSA-400685,Sema4D in semaphorin signaling,M1,1,0
1,-6.5,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-3.6,GO:0060322,head development,M1,1,0
1,-3.4,hsa04658,Th1 and Th2 cell differentiation,M1,1,0
1,-10,GO:0051169,nuclear transport,M1,1,0
1,-3.7,CORUM:1256,MLL-HCF complex,M1,1,0
1,-5,GO:0030218,erythrocyte differentiation,M1,1,0
1,-2.3,GO:0007041,lysosomal transport,M1,1,0
1,-3.1,GO:0061157,mRNA destabilization,M1,1,0
1,-3.4,GO:0034214,protein hexamerization,M1,1,0
1,-2.4,GO:0120261,regulation of heterochromatin organization,M1,1,0
1,-6.8,GO:0045017,glycerolipid biosynthetic process,M1,1,0
1,-3.1,GO:0032944,regulation of mononuclear cell proliferation,M1,1,0
1,-2.6,GO:0002064,epithelial cell development,M1,1,0
1,-2.2,GO:0019216,regulation of lipid metabolic process,M1,1,0
1,-5.8,GO:0031122,cytoplasmic microtubule organization,M1,1,0
1,-4.7,GO:0034101,erythrocyte homeostasis,M1,1,0
1,-2.2,GO:0033173,calcineurin-NFAT signaling cascade,M1,1,0
1,-2.9,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,M1,1,0
1,-2.6,WP107,Translation factors,M1,1,0
1,-2.7,R-HSA-9013149,RAC1 GTPase cycle,M1,1,0
1,-2,GO:0150115,cell-substrate junction organization,M1,1,0
1,-5.9,GO:0000209,protein polyubiquitination,M1,1,0
1,-2.1,GO:0032940,secretion by cell,M1,1,0
1,-2,R-HSA-210991,Basigin interactions,M1,1,0
1,-4.6,GO:0060964,regulation of gene silencing by miRNA,M1,1,0
1,-3.2,GO:0010992,ubiquitin recycling,M1,1,0
1,-3.5,GO:0071383,cellular response to steroid hormone stimulus,M1,1,0
1,-2,GO:0042102,positive regulation of T cell proliferation,M1,1,0
1,-3,GO:0042098,T cell proliferation,M1,1,0
1,-2.2,WP49,IL-2 signaling pathway,M1,1,0
1,-2.4,GO:0001666,response to hypoxia,M1,1,0
1,-2.5,GO:0045727,positive regulation of translation,M1,1,0
1,-2.9,hsa05145,Toxoplasmosis,M1,1,0
1,-2.1,GO:0071396,cellular response to lipid,M1,1,0
1,-4,GO:0032886,regulation of microtubule-based process,M1,1,0
1,-3.5,GO:0045732,positive regulation of protein catabolic process,M1,1,0
1,-3.3,GO:0060969,negative regulation of gene silencing,M1,1,0
1,-2.8,hsa04150,mTOR signaling pathway ,M1,1,0
1,-5.3,GO:0002757,immune response-activating signal transduction,M1,1,0
1,-2.6,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,M1,1,0
1,-4.7,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-5.5,GO:1902275,regulation of chromatin organization,M1,1,0
1,-4.8,ko05166,HTLV-I infection,M1,1,0
1,-4.3,GO:0043549,regulation of kinase activity,M1,1,0
1,-3.4,GO:0050847,progesterone receptor signaling pathway,M1,1,0
1,-2.6,GO:0032200,telomere organization,M1,1,0
1,-6.9,M183,PID IL6 7 PATHWAY,M1,1,0
1,-4.9,hsa04919,thyroid hormone signaling pathway,M1,1,0
1,-5.4,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,M1,1,0
1,-2.1,M5193,SIG CHEMOTAXIS,M1,1,0
1,-2.1,ko04151,PI3K-Akt signaling pathway,M1,1,0
1,-4,CORUM:2730,Set1B complex,M1,1,0
1,-2.2,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-2,GO:0002444,myeloid leukocyte mediated immunity,M1,1,0
1,-2.6,GO:0045639,positive regulation of myeloid cell differentiation,M1,1,0
1,-2.5,R-HSA-194138,Signaling by VEGF,M1,1,0
1,-3.9,GO:0070646,protein modification by small protein removal,M1,1,0
1,-2.1,GO:0048193,Golgi vesicle transport,M1,1,0
1,-2.2,R-HSA-165159,MTOR signalling,M1,1,0
1,-3.1,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M1,1,0
1,-3.6,GO:0040029,"regulation of gene expression, epigenetic",M1,1,0
1,-2.1,GO:0006911,"phagocytosis, engulfment",M1,1,0
1,-3.6,CORUM:1335,SNW1 complex,M1,1,0
1,-2.6,GO:0071826,ribonucleoprotein complex subunit organization,M1,1,0
1,-3.1,M9174,ST STAT3 PATHWAY,M1,1,0
1,-3.6,GO:1900181,negative regulation of protein localization to nucleus,M1,1,0
1,-2.2,GO:2001020,regulation of response to DNA damage stimulus,M1,1,0
1,-3.5,GO:0043620,regulation of DNA-templated transcription in response to stress,M1,1,0
1,-2.6,WP363,Wnt signaling pathway,M1,1,0
1,-2.5,GO:0039694,viral RNA genome replication,M1,1,0
1,-3.5,WP2853,Endoderm differentiation,M1,1,0
1,-3.4,GO:0006094,gluconeogenesis,M1,1,0
1,-2.3,GO:0098732,macromolecule deacylation,M1,1,0
1,-2.8,WP4566,Translation inhibitors in chronically activated PDGFRA cells,M1,1,0
1,-4.6,hsa04630,Jak-STAT signaling pathway ,M1,1,0
1,-3.8,GO:0050821,protein stabilization,M1,1,0
1,-7.6,GO:0051170,import into nucleus,M1,1,0
1,-6.1,GO:0051603,proteolysis involved in cellular protein catabolic process,M1,1,0
1,-3.4,GO:0043299,leukocyte degranulation,M1,1,0
1,-3,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M1,1,0
1,-2.1,R-HSA-4615885,SUMOylation of DNA replication proteins,M1,1,0
1,-3.2,WP3915,Angiopoietin-like protein 8 regulatory pathway,M1,1,0
1,-5.7,GO:0046854,phosphatidylinositol phosphate biosynthetic process,M1,1,0
1,-2.5,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,M1,1,0
1,-2.7,GO:0031365,N-terminal protein amino acid modification,M1,1,0
1,-3.6,WP5083,Neuroinflammation and glutamatergic signaling,M1,1,0
1,-5.3,GO:0006470,protein dephosphorylation,M1,1,0
1,-2.4,GO:0031347,regulation of defense response,M1,1,0
1,-6.9,GO:0045581,negative regulation of T cell differentiation,M1,1,0
1,-4.4,CORUM:6470,Set1B complex,M1,1,0
1,-3.1,GO:0072384,organelle transport along microtubule,M1,1,0
1,-2.3,GO:0007097,nuclear migration,M1,1,0
1,-4.2,R-HSA-68886,M Phase,M1,1,0
1,-2,ko04022,cGMP-PKG signaling pathway,M1,1,0
1,-4.3,R-HSA-9013424,RHOV GTPase cycle,M1,1,0
1,-4.1,GO:0010508,positive regulation of autophagy,M1,1,0
1,-3.1,CORUM:441,TFTC-type histone acetyl transferase complex,M1,1,0
1,-2.8,GO:0017148,negative regulation of translation,M1,1,0
1,-3.3,GO:0002697,regulation of immune effector process,M1,1,0
1,-6.7,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,M1,1,0
1,-3.3,WP3414,Initiation of transcription and translation elongation at the HIV-1 LTR,M1,1,0
1,-7.8,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-2,R-HSA-8854691,Interleukin-20 family signaling,M1,1,0
1,-5.8,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2.7,GO:0032989,cellular component morphogenesis,M1,1,0
1,-6.6,GO:0007159,leukocyte cell-cell adhesion,M1,1,0
1,-2.5,GO:1905898,positive regulation of response to endoplasmic reticulum stress,M1,1,0
1,-2.2,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,M1,1,0
1,-3,R-HSA-8951664,Neddylation,M1,1,0
1,-4.6,GO:0007173,epidermal growth factor receptor signaling pathway,M1,1,0
1,-2.7,GO:0070988,demethylation,M1,1,0
1,-2,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,M1,1,0
1,-2.8,GO:0043244,regulation of protein-containing complex disassembly,M1,1,0
1,-3.5,GO:0043254,regulation of protein-containing complex assembly,M1,1,0
1,-2.2,R-HSA-9035034,RHOF GTPase cycle,M1,1,0
1,-2.8,GO:0060325,face morphogenesis,M1,1,0
1,-2.8,hsa04330,Notch signaling pathway ,M1,1,0
1,-5,GO:0071166,ribonucleoprotein complex localization,M1,1,0
1,-3,GO:0010507,negative regulation of autophagy,M1,1,0
1,-2.6,R-HSA-195721,Signaling by WNT,M1,1,0
1,-5.3,WP138,Androgen receptor signaling pathway,M1,1,0
1,-2.4,WP304,Kit receptor signaling pathway,M1,1,0
1,-3.1,GO:0048096,chromatin-mediated maintenance of transcription,M1,1,0
1,-3.7,GO:0060148,positive regulation of posttranscriptional gene silencing,M1,1,0
1,-4.1,GO:0071427,mRNA-containing ribonucleoprotein complex export from nucleus,M1,1,0
1,-3.1,GO:0032103,positive regulation of response to external stimulus,M1,1,0
1,-4.7,CORUM:6290,"Ubiquitin E3 ligase (DDB1, DYRK2, EDD, VPRBP)",M1,1,0
1,-4.9,GO:0002683,negative regulation of immune system process,M1,1,0
1,-2.1,ko05016,Huntington's disease,M1,1,0
1,-2.2,GO:0006513,protein monoubiquitination,M1,1,0
1,-3.7,GO:0045582,positive regulation of T cell differentiation,M1,1,0
1,-4,M186,PID PDGFRB PATHWAY,M1,1,0
1,-3.5,R-HSA-199992,trans-Golgi Network Vesicle Budding,M1,1,0
1,-7.6,GO:0006473,protein acetylation,M1,1,0
1,-3.5,GO:0016925,protein sumoylation,M1,1,0
1,-2.1,M9526,ST T CELL SIGNAL TRANSDUCTION,M1,1,0
1,-3.6,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-7.1,GO:0050865,regulation of cell activation,M1,1,0
1,-2.2,R-HSA-1433557,Signaling by SCF-KIT,M1,1,0
1,-2.5,GO:1905897,regulation of response to endoplasmic reticulum stress,M1,1,0
1,-2.3,GO:0002009,morphogenesis of an epithelium,M1,1,0
1,-7.9,GO:0034504,protein localization to nucleus,M1,1,0
1,-2,WP268,Notch signaling,M1,1,0
1,-5.6,GO:0090407,organophosphate biosynthetic process,M1,1,0
1,-3.1,GO:0034976,response to endoplasmic reticulum stress,M1,1,0
1,-6.1,GO:0016573,histone acetylation,M1,1,0
1,-3.2,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,M1,1,0
1,-3.1,WP3863,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,M1,1,0
1,-2,GO:1905564,positive regulation of vascular endothelial cell proliferation,M1,1,0
1,-8.7,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M1,1,0
1,-8.4,GO:0046488,phosphatidylinositol metabolic process,M1,1,0
1,-3.3,hsa_M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",M1,1,0
1,-2.7,WP23,B cell receptor signaling pathway,M1,1,0
1,-2.5,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-3.9,R-HSA-1640170,Cell Cycle,M1,1,0
1,-2.4,GO:0060348,bone development,M1,1,0
1,-3.1,GO:0006970,response to osmotic stress,M1,1,0
1,-2.3,GO:0006479,protein methylation,M1,1,0
1,-4.7,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-2.9,GO:0071453,cellular response to oxygen levels,M1,1,0
1,-2.6,GO:0036294,cellular response to decreased oxygen levels,M1,1,0
1,-7.5,GO:0050863,regulation of T cell activation,M1,1,0
1,-6.3,GO:0045620,negative regulation of lymphocyte differentiation,M1,1,0
1,-5.4,GO:0051028,mRNA transport,M1,1,0
1,-8.8,GO:0030217,T cell differentiation,M1,1,0
1,-4,GO:0045859,regulation of protein kinase activity,M1,1,0
1,-3.1,GO:0046651,lymphocyte proliferation,M1,1,0
1,-2.5,GO:0042254,ribosome biogenesis,M1,1,0
1,-2.4,GO:0043368,positive T cell selection,M1,1,0
1,-2.4,GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,M1,1,0
1,-2.1,GO:0048066,developmental pigmentation,M1,1,0
1,-9,GO:0002521,leukocyte differentiation,M1,1,0
1,-3,M36,PID IL27 PATHWAY,M1,1,0
1,-6.1,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,M1,1,0
1,-3.8,GO:0001776,leukocyte homeostasis,M1,1,0
1,-3.5,GO:0035196,production of miRNAs involved in gene silencing by miRNA,M1,1,0
1,-2.2,R-HSA-5621575,CD209 (DC-SIGN) signaling,M1,1,0
1,-2.3,GO:0008213,protein alkylation,M1,1,0
1,-4.3,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,M1,1,0
1,-4.2,GO:0033157,regulation of intracellular protein transport,M1,1,0
1,-6.5,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",M1,1,0
1,-2.4,GO:0031935,regulation of chromatin silencing,M1,1,0
1,-2.5,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-2,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,M1,1,0
1,-6,M261,PID P53 REGULATION PATHWAY,M1,1,0
1,-3.7,GO:0034728,nucleosome organization,M1,1,0
