Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002275,myeloid cell activation involved in immune response,19_GO:0002376 immune system process,-8.5,8.7,9.5,28160,93,455,13,2.9,0.78,2207|3430|3684|3965|5336|5729|5730|6850|7305|7462|9111|11277|729230,FCER1G|IFI35|ITGAM|LGALS9|PLCG2|PTGDR|PTGDS|SYK|TYROBP|LAT2|NMI|TREX1|CCR2,-5.7,MyList
GO Biological Processes,19,GO:0019079,viral genome replication,19_GO:0016032 viral process,-8.4,7.1,8.9,28160,131,455,15,3.3,0.84,684|3434|3669|4599|4938|4940|5359|5610|8519|8638|9636|10410|10581|24138|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|IFITM3|IFITM2|IFIT5|RSAD2,-5.7,MyList
GO Biological Processes,19,GO:0006956,complement activation,19_GO:0002376 immune system process,-8.4,7.1,8.9,28160,131,455,15,3.3,0.84,2|1191|3507|3848|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,A2M|CLU|IGHM|KRT1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.7,MyList
GO Biological Processes,19,GO:0060338,regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.4,15,11,28160,36,455,9,2,0.65,3665|4938|4940|6773|9636|11274|11277|56339|81030,IRF7|OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3|ZBP1,-5.7,MyList
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.4,4.2,7.8,28160,354,455,24,5.3,1,2207|3507|3512|4049|4938|4940|5473|6850|9636|10578|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|28912|55876,FCER1G|IGHM|JCHAIN|LTA|OAS1|OAS3|PPBP|SYK|ISG15|GNLY|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|IGKV3-20|GSDMB,-5.7,MyList
KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-8.3,7,8.9,28160,133,455,15,3.3,0.84,2207|3384|3804|3811|3812|3822|3823|5336|5605|6850|7305|8793|22914|51744|117157,FCER1G|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|PLCG2|MAP2K2|SYK|TYROBP|TNFRSF10D|KLRK1|CD244|SH2D1B,-5.7,MyList
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity ,,-8.3,7,8.9,28160,133,455,15,3.3,0.84,2207|3384|3804|3811|3812|3822|3823|5336|5605|6850|7305|8793|22914|51744|117157,FCER1G|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|PLCG2|MAP2K2|SYK|TYROBP|TNFRSF10D|KLRK1|CD244|SH2D1B,-5.7,MyList
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-8.3,4.2,7.7,28160,357,455,24,5.3,1,326|1191|2207|2529|3507|3665|4049|6097|6375|9025|11277|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|91543|729230,AIRE|CLU|FCER1G|FUT7|IGHM|IRF7|LTA|RORC|XCL1|RNF8|TREX1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|RSAD2|CCR2,-5.6,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-8.2,9.3,9.5,28160,80,455,12,2.6,0.75,3434|4599|4600|4734|4938|4940|5610|8638|9246|9636|11274|51191,IFIT1|MX1|MX2|NEDD4|OAS1|OAS3|EIF2AK2|OASL|UBE2L6|ISG15|USP18|HERC5,-5.6,MyList
GO Biological Processes,19,GO:0099024,plasma membrane invagination,19_GO:0009987 cellular process,-8.2,6.8,8.7,28160,136,455,15,3.3,0.84,2934|3507|3684|5336|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,GSN|IGHM|ITGAM|PLCG2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.6,MyList
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-8.1,3.5,7.3,28160,515,455,29,6.4,1.1,1026|3507|3822|3965|6375|6850|7305|8379|10385|10875|11126|11277|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|56339|57178|90379|257101|729230,CDKN1A|IGHM|KLRC2|LGALS9|XCL1|SYK|TYROBP|MAD1L1|BTN2A2|FGL2|CD160|TREX1|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|METTL3|ZMIZ1|DCAF15|ZNF683|CCR2,-5.5,MyList
GO Biological Processes,19,GO:0002455,humoral immune response mediated by circulating immunoglobulin,19_GO:0002376 immune system process,-8,7.2,8.7,28160,121,455,14,3.1,0.81,1191|3507|4049|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CLU|IGHM|LTA|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.3,MyList
GO Biological Processes,19,GO:0010324,membrane invagination,19_GO:0009987 cellular process,-7.9,6.4,8.4,28160,144,455,15,3.3,0.84,2934|3507|3684|5336|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,GSN|IGHM|ITGAM|PLCG2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.2,MyList
GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-7.8,4.3,7.5,28160,319,455,22,4.8,1,2|326|1191|3507|3512|3848|4049|5473|10578|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|28912|729230,A2M|AIRE|CLU|IGHM|JCHAIN|KRT1|LTA|PPBP|GNLY|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|IGKV3-20|CCR2,-5.2,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.8,22,12,28160,20,455,7,1.5,0.58,4938|4940|6773|9636|11274|11277|56339,OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3,-5.1,MyList
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.7,9.6,9.3,28160,71,455,11,2.4,0.72,2|3965|4938|4940|6773|9111|9636|11274|11277|56339|79132,A2M|LGALS9|OAS1|OAS3|STAT2|NMI|ISG15|USP18|TREX1|METTL3|DHX58,-5.1,MyList
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-7.7,3.2,6.9,28160,606,455,31,6.8,1.2,1026|3507|3684|3822|3965|5359|6375|6850|7305|8379|10385|10875|11126|11277|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|56339|57178|90379|257101|729230,CDKN1A|IGHM|ITGAM|KLRC2|LGALS9|PLSCR1|XCL1|SYK|TYROBP|MAD1L1|BTN2A2|FGL2|CD160|TREX1|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|METTL3|ZMIZ1|DCAF15|ZNF683|CCR2,-5.1,MyList
GO Biological Processes,19,GO:0002832,negative regulation of response to biotic stimulus,19_GO:0048519 negative regulation of biological process,-7.7,7.4,8.6,28160,108,455,13,2.9,0.78,2|3965|4938|4940|6773|9111|9636|10875|11274|11277|56339|79132|114769,A2M|LGALS9|OAS1|OAS3|STAT2|NMI|ISG15|FGL2|USP18|TREX1|METTL3|DHX58|CARD16,-5.1,MyList
GO Biological Processes,19,GO:0006958,"complement activation, classical pathway",19_GO:0002376 immune system process,-7.7,7.4,8.6,28160,108,455,13,2.9,0.78,1191|3507|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CLU|IGHM|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.1,MyList
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-7.5,4.5,7.5,28160,276,455,20,4.4,0.96,2207|3430|3684|3822|3965|5336|5729|5730|6097|6850|7305|7462|9025|9111|10875|11277|51744|117157|257101|729230,FCER1G|IFI35|ITGAM|KLRC2|LGALS9|PLCG2|PTGDR|PTGDS|RORC|SYK|TYROBP|LAT2|RNF8|NMI|FGL2|TREX1|CD244|SH2D1B|ZNF683|CCR2,-5,MyList
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-7.4,4.4,7.4,28160,280,455,20,4.4,0.96,2207|3430|3684|3822|3965|5336|5729|5730|6097|6850|7305|7462|9025|9111|10875|11277|51744|117157|257101|729230,FCER1G|IFI35|ITGAM|KLRC2|LGALS9|PLCG2|PTGDR|PTGDS|RORC|SYK|TYROBP|LAT2|RNF8|NMI|FGL2|TREX1|CD244|SH2D1B|ZNF683|CCR2,-4.9,MyList
GO Biological Processes,19,GO:0006909,phagocytosis,19_GO:0051179 localization,-7.4,4.2,7.3,28160,309,455,21,4.6,0.98,2207|2934|3507|3684|5336|5359|6850|7305|11277|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|729230,FCER1G|GSN|IGHM|ITGAM|PLCG2|PLSCR1|SYK|TYROBP|TREX1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|CCR2,-4.8,MyList
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-7.3,4,7.1,28160,341,455,22,4.8,1,2|684|2529|3684|3822|3965|4049|5336|6375|6850|7305|8807|10875|11126|11277|22914|51744|79132|91543|117157|257101|729230,A2M|BST2|FUT7|ITGAM|KLRC2|LGALS9|LTA|PLCG2|XCL1|SYK|TYROBP|IL18RAP|FGL2|CD160|TREX1|KLRK1|CD244|DHX58|RSAD2|SH2D1B|ZNF683|CCR2,-4.8,MyList
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-7.3,3.6,6.9,28160,433,455,25,5.5,1.1,2|684|2841|3965|4938|4940|6375|6773|6850|7305|8379|9111|9636|10385|10875|11126|11274|11277|22914|56339|79037|79132|131450|257144|729230,A2M|BST2|GPR18|LGALS9|OAS1|OAS3|XCL1|STAT2|SYK|TYROBP|MAD1L1|NMI|ISG15|BTN2A2|FGL2|CD160|USP18|TREX1|KLRK1|METTL3|PVRIG|DHX58|CD200R1|GCSAM|CCR2,-4.7,MyList
GO Biological Processes,19,GO:0006910,"phagocytosis, recognition",19_GO:0051179 localization,-7.1,7.4,8.3,28160,100,455,12,2.6,0.75,3507|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,IGHM|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-4.6,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-7,5.6,7.6,28160,167,455,15,3.3,0.84,3430|3665|3822|5336|5359|6850|7305|8638|8807|9111|11126|22914|79132|81030|117157,IFI35|IRF7|KLRC2|PLCG2|PLSCR1|SYK|TYROBP|OASL|IL18RAP|NMI|CD160|KLRK1|DHX58|ZBP1|SH2D1B,-4.5,MyList
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-6.9,5.1,7.4,28160,194,455,16,3.5,0.86,2|3965|4938|4940|6375|6773|6850|9111|9636|10875|11126|11274|11277|56339|79132|729230,A2M|LGALS9|OAS1|OAS3|XCL1|STAT2|SYK|NMI|ISG15|FGL2|CD160|USP18|TREX1|METTL3|DHX58|CCR2,-4.4,MyList
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-6.9,3.8,6.8,28160,362,455,22,4.8,1,1026|3507|3822|3965|6375|6850|7305|11126|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|57178|729230,CDKN1A|IGHM|KLRC2|LGALS9|XCL1|SYK|TYROBP|CD160|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|ZMIZ1|CCR2,-4.4,MyList
GO Biological Processes,19,GO:0050871,positive regulation of B cell activation,19_GO:0002376 immune system process,-6.7,5.7,7.4,28160,152,455,14,3.1,0.81,1026|3507|6850|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CDKN1A|IGHM|SYK|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-4.2,MyList
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.7,6.2,7.6,28160,130,455,13,2.9,0.78,3430|3665|3822|5336|5359|6850|7305|8807|9111|11126|22914|81030|117157,IFI35|IRF7|KLRC2|PLCG2|PLSCR1|SYK|TYROBP|IL18RAP|NMI|CD160|KLRK1|ZBP1|SH2D1B,-4.2,MyList
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0023052 signaling,-6.6,3.3,6.4,28160,472,455,25,5.5,1.1,1460|2207|3663|3665|4599|4938|4940|5473|6375|6773|6846|6850|8519|8638|8807|9111|9636|10410|10581|11274|11277|56339|81030|114769|729230,CSNK2B|FCER1G|IRF5|IRF7|MX1|OAS1|OAS3|PPBP|XCL1|STAT2|XCL2|SYK|IFITM1|OASL|IL18RAP|NMI|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1|CARD16|CCR2,-4.1,MyList
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-6.6,3.5,6.5,28160,409,455,23,5.1,1,1026|3507|3684|3822|3965|6375|6850|7305|11126|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|57178|729230,CDKN1A|IGHM|ITGAM|KLRC2|LGALS9|XCL1|SYK|TYROBP|CD160|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|ZMIZ1|CCR2,-4.1,MyList
GO Biological Processes,19,GO:0002281,macrophage activation involved in immune response,19_GO:0002376 immune system process,-6.4,20,10,28160,19,455,6,1.3,0.53,3430|5336|6850|7305|9111|11277,IFI35|PLCG2|SYK|TYROBP|NMI|TREX1,-3.9,MyList
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-6.4,3.4,6.3,28160,420,455,23,5.1,1,1026|3507|3684|3822|3965|6375|6850|7305|11126|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|57178|729230,CDKN1A|IGHM|ITGAM|KLRC2|LGALS9|XCL1|SYK|TYROBP|CD160|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|ZMIZ1|CCR2,-3.9,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-6.2,3.3,6.2,28160,427,455,23,5.1,1,241|3315|3430|3665|3822|3965|4049|4258|5336|5359|6375|6846|6850|7305|8638|8807|9111|11126|22914|79132|81030|117157|729230,ALOX5AP|HSPB1|IFI35|IRF7|KLRC2|LGALS9|LTA|MGST2|PLCG2|PLSCR1|XCL1|XCL2|SYK|TYROBP|OASL|IL18RAP|NMI|CD160|KLRK1|DHX58|ZBP1|SH2D1B|CCR2,-3.8,MyList
GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-6.2,3.7,6.4,28160,334,455,20,4.4,0.96,684|1026|3507|5336|6850|7305|7462|9025|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79840,BST2|CDKN1A|IGHM|PLCG2|SYK|TYROBP|LAT2|RNF8|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|NHEJ1,-3.7,MyList
GO Biological Processes,19,GO:0050864,regulation of B cell activation,19_GO:0002376 immune system process,-6,4.7,6.7,28160,198,455,15,3.3,0.84,1026|3507|6850|7305|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CDKN1A|IGHM|SYK|TYROBP|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-3.6,MyList
GO Biological Processes,19,GO:0002274,myeloid leukocyte activation,19_GO:0002376 immune system process,-6,4.4,6.6,28160,225,455,16,3.5,0.86,1191|2207|3430|3684|3965|5336|5359|5729|5730|6850|7305|7462|8807|9111|11277|729230,CLU|FCER1G|IFI35|ITGAM|LGALS9|PLCG2|PLSCR1|PTGDR|PTGDS|SYK|TYROBP|LAT2|IL18RAP|NMI|TREX1|CCR2,-3.6,MyList
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-6,4.4,6.5,28160,227,455,16,3.5,0.86,684|2529|3684|3822|3965|4049|5336|6375|6850|7305|8807|11126|22914|91543|117157|729230,BST2|FUT7|ITGAM|KLRC2|LGALS9|LTA|PLCG2|XCL1|SYK|TYROBP|IL18RAP|CD160|KLRK1|RSAD2|SH2D1B|CCR2,-3.5,MyList
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-5.8,5.6,6.8,28160,132,455,12,2.6,0.75,3384|3804|3811|3812|3820|7305|8519|11126|22914|51348|117157|131450,ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRB1|TYROBP|IFITM1|CD160|KLRK1|KLRF1|SH2D1B|CD200R1,-3.3,MyList
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-5.7,4.2,6.3,28160,237,455,16,3.5,0.86,3684|3822|3965|4049|5336|6375|6850|7305|8807|11126|22914|51744|79132|91543|117157|729230,ITGAM|KLRC2|LGALS9|LTA|PLCG2|XCL1|SYK|TYROBP|IL18RAP|CD160|KLRK1|CD244|DHX58|RSAD2|SH2D1B|CCR2,-3.3,MyList
WikiPathways,27,WP619,Type II interferon signaling (IFNG),,-5.7,12,8.4,28160,37,455,7,1.5,0.58,2537|3433|4938|5610|6773|9636|10379,IFI6|IFIT2|OAS1|EIF2AK2|STAT2|ISG15|IRF9,-3.3,MyList
GO Biological Processes,19,GO:1903901,negative regulation of viral life cycle,19_GO:0016032 viral process,-5.6,15,8.9,28160,25,455,6,1.3,0.53,684|2934|4061|8519|10410|10581,BST2|GSN|LY6E|IFITM1|IFITM3|IFITM2,-3.2,MyList
Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-5.6,7.7,7.3,28160,72,455,9,2,0.65,3434|4599|4600|4734|5610|9246|9636|11274|51191,IFIT1|MX1|MX2|NEDD4|EIF2AK2|UBE2L6|ISG15|USP18|HERC5,-3.2,MyList
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-5.5,3.8,6,28160,277,455,17,3.7,0.89,241|3430|3665|3822|4049|4258|5336|5359|6850|7305|8807|9111|11126|22914|81030|117157|729230,ALOX5AP|IFI35|IRF7|KLRC2|LTA|MGST2|PLCG2|PLSCR1|SYK|TYROBP|IL18RAP|NMI|CD160|KLRK1|ZBP1|SH2D1B|CCR2,-3.1,MyList
GO Biological Processes,19,GO:0032606,type I interferon production,19_GO:0032501 multicellular organismal process,-5.5,6.5,6.9,28160,95,455,10,2.2,0.69,3663|3665|4938|4940|5336|6850|9111|9636|11277|79132,IRF5|IRF7|OAS1|OAS3|PLCG2|SYK|NMI|ISG15|TREX1|DHX58,-3.1,MyList
GO Biological Processes,19,GO:0032479,regulation of type I interferon production,19_GO:0032501 multicellular organismal process,-5.5,6.5,6.9,28160,95,455,10,2.2,0.69,3663|3665|4938|4940|5336|6850|9111|9636|11277|79132,IRF5|IRF7|OAS1|OAS3|PLCG2|SYK|NMI|ISG15|TREX1|DHX58,-3.1,MyList
GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-5.4,8.5,7.4,28160,58,455,8,1.8,0.62,3663|3665|4938|4940|5336|6850|9636|79132,IRF5|IRF7|OAS1|OAS3|PLCG2|SYK|ISG15|DHX58,-3,MyList
GO Biological Processes,19,GO:0046718,viral entry into host cell,19_GO:0016032 viral process,-5.4,5.1,6.4,28160,145,455,12,2.6,0.75,950|2838|2934|3965|4061|5359|6993|8519|10346|10410|10581|27074,SCARB2|GPR15|GSN|LGALS9|LY6E|PLSCR1|DYNLT1|IFITM1|TRIM22|IFITM3|IFITM2|LAMP3,-2.9,MyList
GO Biological Processes,19,GO:0046596,regulation of viral entry into host cell,19_GO:0016032 viral process,-5.3,10,7.7,28160,42,455,7,1.5,0.58,2934|3965|4061|8519|10346|10410|10581,GSN|LGALS9|LY6E|IFITM1|TRIM22|IFITM3|IFITM2,-2.9,MyList
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-5.2,4.6,6.1,28160,176,455,13,2.9,0.78,3430|3665|3965|4938|4940|5336|8638|9111|23098|79132|81622|91543|118788,IFI35|IRF7|LGALS9|OAS1|OAS3|PLCG2|OASL|NMI|SARM1|DHX58|UNC93B1|RSAD2|PIK3AP1,-2.8,MyList
GO Biological Processes,19,GO:0044409,entry into host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.1,4.9,6.2,28160,152,455,12,2.6,0.75,950|2838|2934|3965|4061|5359|6993|8519|10346|10410|10581|27074,SCARB2|GPR15|GSN|LGALS9|LY6E|PLSCR1|DYNLT1|IFITM1|TRIM22|IFITM3|IFITM2|LAMP3,-2.8,MyList
GO Biological Processes,19,GO:0031343,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-5.1,7.9,7,28160,63,455,8,1.8,0.62,3684|3822|6375|6850|7305|8807|11126|22914,ITGAM|KLRC2|XCL1|SYK|TYROBP|IL18RAP|CD160|KLRK1,-2.7,MyList
WikiPathways,27,WP4868,Type I interferon induction and signaling during SARS-CoV-2 infection,,-5,12,7.8,28160,31,455,6,1.3,0.53,3665|4938|4940|5610|6773|10379,IRF7|OAS1|OAS3|EIF2AK2|STAT2|IRF9,-2.7,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-5,2.9,5.3,28160,467,455,22,4.8,1,326|1191|2207|3315|3663|3665|3965|4049|4050|4938|4940|5336|5610|6375|6850|7305|9636|11126|51744|79132|91543|729230,AIRE|CLU|FCER1G|HSPB1|IRF5|IRF7|LGALS9|LTA|LTB|OAS1|OAS3|PLCG2|EIF2AK2|XCL1|SYK|TYROBP|ISG15|CD160|CD244|DHX58|RSAD2|CCR2,-2.7,MyList
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.9,5,6,28160,135,455,11,2.4,0.72,3684|3822|4049|5336|6375|7305|8807|11126|22914|91543|117157,ITGAM|KLRC2|LTA|PLCG2|XCL1|TYROBP|IL18RAP|CD160|KLRK1|RSAD2|SH2D1B,-2.5,MyList
GO Biological Processes,19,GO:0052372,modulation by symbiont of entry into host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.9,8.8,7,28160,49,455,7,1.5,0.58,2934|3965|4061|8519|10346|10410|10581,GSN|LGALS9|LY6E|IFITM1|TRIM22|IFITM3|IFITM2,-2.5,MyList
WikiPathways,27,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,-4.9,7.3,6.6,28160,68,455,8,1.8,0.62,3433|3665|4599|5473|6773|8519|11126|79132,IFIT2|IRF7|MX1|PPBP|STAT2|IFITM1|CD160|DHX58,-2.5,MyList
GO Biological Processes,19,GO:2000410,regulation of thymocyte migration,19_GO:0040011 locomotion,-4.8,46,12,28160,4,455,3,0.66,0.38,326|6375|729230,AIRE|XCL1|CCR2,-2.4,MyList
Reactome Gene Sets,6,R-HSA-877300,Interferon gamma signaling,,-4.8,6.1,6.3,28160,91,455,9,2,0.65,3663|3665|4502|4938|4940|8638|10346|10379|10437,IRF5|IRF7|MT2A|OAS1|OAS3|OASL|TRIM22|IRF9|IFI30,-2.4,MyList
GO Biological Processes,19,GO:0046597,negative regulation of viral entry into host cell,19_GO:0016032 viral process,-4.8,15,8.1,28160,21,455,5,1.1,0.49,2934|4061|8519|10410|10581,GSN|LY6E|IFITM1|IFITM3|IFITM2,-2.4,MyList
GO Biological Processes,19,GO:0001817,regulation of cytokine production,19_GO:0032501 multicellular organismal process,-4.7,2.3,4.9,28160,799,455,30,6.6,1.2,326|684|1191|2207|2841|3315|3663|3665|3965|4049|4050|4938|4940|5336|5610|6375|6850|7305|9111|9636|10385|11126|11277|51744|55353|79132|91543|114769|131450|729230,AIRE|BST2|CLU|FCER1G|GPR18|HSPB1|IRF5|IRF7|LGALS9|LTA|LTB|OAS1|OAS3|PLCG2|EIF2AK2|XCL1|SYK|TYROBP|NMI|ISG15|BTN2A2|CD160|TREX1|CD244|LAPTM4B|DHX58|RSAD2|CARD16|CD200R1|CCR2,-2.4,MyList
GO Biological Processes,19,GO:0008037,cell recognition,19_GO:0009987 cellular process,-4.7,3.8,5.5,28160,226,455,14,3.1,0.81,3507|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|57463|91624,IGHM|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|AMIGO1|NEXN,-2.3,MyList
