_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.0808670946081405,GO:0010324,M1,1,0,GO Biological Processes,19,membrane invagination,19_GO:0009987 cellular process,-6.0808670946081405,5.478927203065134,6.974470865261872,28160,144,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.3626108178560115,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-5.963373209113182,GO:0006909,M1,1,0,GO Biological Processes,19,phagocytosis,19_GO:0051179 localization,-5.963373209113182,3.731726369824797,6.2496416652870606,28160,309,464,19,4.094827586206897,0.919983069629555,2207|2268|3493|3494|3600|6850|7305|8398|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,FCER1G|FGR|IGHA1|IGHA2|IL15|SYK|TYROBP|PLA2G6|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.2548767696502092,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-5.466297688903788,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-5.466297688903788,3.452405533760067,5.835784005127946,28160,334,464,19,4.094827586206897,0.919983069629555,684|3493|3494|6850|7305|7462|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,BST2|IGHA1|IGHA2|SYK|TYROBP|LAT2|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-2.8035587400014905,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-5.231391527291705,GO:0008037,M1,1,0,GO Biological Processes,19,cell recognition,19_GO:0009987 cellular process,-5.231391527291705,4.028074458346048,5.915797289450545,28160,226,464,15,3.2327586206896552,0.8210920159402237,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30815|56253|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|ST6GALNAC6|CRTAM|IGLL5,-2.6100452635476326,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-5.161821454787607,GO:0006959,M1,1,0,GO Biological Processes,19,humoral immune response,19_GO:0002376 immune system process,-5.161821454787607,3.424494649227111,5.636807909909284,28160,319,464,18,3.8793103448275863,0.8964513200661994,2|3493|3494|3512|8398|10578|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|28912|100423062,A2M|IGHA1|IGHA2|JCHAIN|PLA2G6|GNLY|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGKV3-20|IGLL5,-2.5559873572217824,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-3.3835525473963988,GO:0006897,M1,1,0,GO Biological Processes,19,endocytosis,19_GO:0051179 localization,-3.3835525473963988,2.194751680763392,3.9446594192655615,28160,636,464,23,4.956896551724138,1.0076419551614304,154|408|1601|2207|2868|3493|3494|3579|6850|10825|23209|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|29911|100423062,ADRB2|ARRB1|DAB2|FCER1G|GRK4|IGHA1|IGHA2|CXCR2|SYK|NEU3|MLC1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|HOOK2|IGLL5,-1.0174787887556325,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-11.06716311664854,GO:0002831,M1,1,0,GO Biological Processes,19,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-11.06716311664854,5.0110724454286615,9.443075270438325,28160,327,464,27,5.818965517241379,1.0867899902144729,2|2268|3430|3434|3600|3822|4938|4940|6352|6850|7305|8767|9636|10077|10875|11126|11274|23586|51191|56253|79132|80231|81030|117157|149628|255520|100528032,A2M|FGR|IFI35|IFIT1|IL15|KLRC2|OAS1|OAS3|CCL5|SYK|TYROBP|RIPK2|ISG15|TSPAN32|FGL2|CD160|USP18|DDX58|HERC5|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|ELMOD2|KLRC4-KLRK1,-7.4836054137938675,0,3,1,1,-11.06716311664854,9.788654060066742,
1,-8.350985134237783,GO:0045088,M1,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.350985134237783,5.2894653590635885,8.22927823917915,28160,218,464,19,4.094827586206897,0.919983069629555,2|2268|3430|3822|4938|4940|6352|6850|7305|9636|11126|11274|56253|79132|80231|81030|117157|149628|100528032,A2M|FGR|IFI35|KLRC2|OAS1|OAS3|CCL5|SYK|TYROBP|ISG15|CD160|USP18|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-5.351004017017059,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-7.7143057632803105,GO:0031347,M1,1,0,GO Biological Processes,19,regulation of defense response,19_GO:0050896 response to stimulus,-7.7143057632803105,3.107310344827586,6.895806179990425,28160,625,464,32,6.896551724137931,1.1763590331396778,2|2268|3430|3434|3600|3822|4814|4938|4940|6352|6375|6850|7132|7305|7538|8530|8767|9636|10077|10875|11126|11274|23586|51191|56253|79132|80231|81030|117157|149628|255520|100528032,A2M|FGR|IFI35|IFIT1|IL15|KLRC2|NINJ1|OAS1|OAS3|CCL5|XCL1|SYK|TNFRSF1A|TYROBP|ZFP36|CST7|RIPK2|ISG15|TSPAN32|FGL2|CD160|USP18|DDX58|HERC5|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|ELMOD2|KLRC4-KLRK1,-4.829718064761656,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-5.761373887104819,GO:0045089,M1,1,0,GO Biological Processes,19,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.761373887104819,5.602122015915119,6.807338317393137,28160,130,464,12,2.586206896551724,0.7368564163568738,3430|3822|6352|6850|7305|11126|56253|80231|81030|117157|149628|100528032,IFI35|KLRC2|CCL5|SYK|TYROBP|CD160|CRTAM|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-3.07176279180222,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-5.527288804724814,GO:0032103,M1,1,0,GO Biological Processes,19,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-5.527288804724814,3.1268674796091416,5.732116671189749,28160,427,464,22,4.741379310344827,0.9866099800513318,659|719|1240|3430|3579|3600|3822|4814|6352|6375|6850|7132|7305|8767|11126|56253|79132|80231|81030|117157|149628|100528032,BMPR2|C3AR1|CMKLR1|IFI35|CXCR2|IL15|KLRC2|NINJ1|CCL5|XCL1|SYK|TNFRSF1A|TYROBP|RIPK2|CD160|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-2.8557759315150117,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-5.358543040447328,GO:0002833,M1,1,0,GO Biological Processes,19,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-5.358543040447328,4.724344414619038,6.248020253118069,28160,167,464,13,2.8017241379310347,0.7660956145421873,3430|3822|6352|6850|7305|11126|56253|79132|80231|81030|117157|149628|100528032,IFI35|KLRC2|CCL5|SYK|TYROBP|CD160|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-2.721109956809801,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-5.336198522633148,GO:0002697,M1,1,0,GO Biological Processes,19,regulation of immune effector process,19_GO:0002376 immune system process,-5.336198522633148,3.3815350389321477,5.726938069461518,28160,341,464,19,4.094827586206897,0.919983069629555,2|684|2268|3822|6375|6850|7305|8767|10875|11126|23529|23586|30009|56253|79132|91543|117157|257101|100528032,A2M|BST2|FGR|KLRC2|XCL1|SYK|TYROBP|RIPK2|FGL2|CD160|CLCF1|DDX58|TBX21|CRTAM|DHX58|RSAD2|SH2D1B|ZNF683|KLRC4-KLRK1,-2.7068833292178,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-4.9833915635353865,GO:0002699,M1,1,0,GO Biological Processes,19,positive regulation of immune effector process,19_GO:0002376 immune system process,-4.9833915635353865,3.841117415975557,5.685143039512744,28160,237,464,15,3.2327586206896552,0.8210920159402237,2268|3822|6375|6850|7305|8767|11126|23529|23586|30009|56253|79132|91543|117157|100528032,FGR|KLRC2|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|DDX58|TBX21|CRTAM|DHX58|RSAD2|SH2D1B|KLRC4-KLRK1,-2.3851106038600074,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-4.810771375435276,GO:0002705,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.810771375435276,4.945083014048532,5.947155563639129,28160,135,464,11,2.3706896551724137,0.7062662815884926,3822|6375|7305|11126|23529|23586|30009|56253|91543|117157|100528032,KLRC2|XCL1|TYROBP|CD160|CLCF1|DDX58|TBX21|CRTAM|RSAD2|SH2D1B|KLRC4-KLRK1,-2.2343922572077264,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-4.779043441101822,GO:0031349,M1,1,0,GO Biological Processes,19,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-4.779043441101822,3.5055396489480892,5.424135045750444,28160,277,464,16,3.4482758620689653,0.8470753180008922,3430|3600|3822|4814|6352|6850|7132|7305|8767|11126|56253|80231|81030|117157|149628|100528032,IFI35|IL15|KLRC2|NINJ1|CCL5|SYK|TNFRSF1A|TYROBP|RIPK2|CD160|CRTAM|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-2.20972617736176,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-4.56614230298658,GO:0002703,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.56614230298658,3.7429743278140664,5.370750280253237,28160,227,464,14,3.0172413793103448,0.7941331106258365,684|2268|3822|6375|6850|7305|11126|23529|23586|30009|56253|91543|117157|100528032,BST2|FGR|KLRC2|XCL1|SYK|TYROBP|CD160|CLCF1|DDX58|TBX21|CRTAM|RSAD2|SH2D1B|KLRC4-KLRK1,-2.03050815244909,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-4.104197104393162,GO:0031343,M1,1,0,GO Biological Processes,19,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-4.104197104393162,6.743295019157087,5.906912034593406,28160,63,464,7,1.5086206896551724,0.5658875630451552,3822|6375|6850|7305|11126|56253|100528032,KLRC2|XCL1|SYK|TYROBP|CD160|CRTAM|KLRC4-KLRK1,-1.634582753845326,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-3.962795627642801,GO:0002708,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-3.962795627642801,4.833689350015258,5.285328822866517,28160,113,464,9,1.9396551724137931,0.6402505824323579,3822|6375|11126|23529|30009|56253|91543|117157|100528032,KLRC2|XCL1|CD160|CLCF1|TBX21|CRTAM|RSAD2|SH2D1B|KLRC4-KLRK1,-1.5149005267882014,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-3.848318387731345,GO:0002717,M1,1,0,GO Biological Processes,19,positive regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.848318387731345,9.788654060066742,6.337021044503321,28160,31,464,5,1.0775862068965518,0.479307664889128,3822|11126|56253|117157|100528032,KLRC2|CD160|CRTAM|SH2D1B|KLRC4-KLRK1,-1.4108887205549105,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-3.5039212711482364,GO:0001912,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-3.5039212711482364,6.502463054187191,5.334898477049519,28160,56,464,6,1.293103448275862,0.5244829726281087,3822|6375|7305|11126|56253|100528032,KLRC2|XCL1|TYROBP|CD160|CRTAM|KLRC4-KLRK1,-1.1191908696425774,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-3.0883471228304065,GO:0045954,M1,1,0,GO Biological Processes,19,positive regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.0883471228304065,9.3368700265252,5.504692227196397,28160,26,464,4,0.8620689655172413,0.4291725540422387,3822|11126|56253|100528032,KLRC2|CD160|CRTAM|KLRC4-KLRK1,-0.7519440348568605,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.9446248252263287,GO:0002715,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.9446248252263287,6.321839080459771,4.7763436270584085,28160,48,464,5,1.0775862068965518,0.479307664889128,3822|11126|56253|117157|100528032,KLRC2|CD160|CRTAM|SH2D1B|KLRC4-KLRK1,-0.6657012423044626,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.917539232107049,GO:0002228,M1,1,0,GO Biological Processes,19,natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.917539232107049,5.057471264367816,4.461905537766195,28160,72,464,6,1.293103448275862,0.5244829726281087,3811|3822|11126|56253|117157|100528032,KIR3DL1|KLRC2|CD160|CRTAM|SH2D1B|KLRC4-KLRK1,-0.6457353903081304,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.818983377346561,GO:0031341,M1,1,0,GO Biological Processes,19,regulation of cell killing,19_GO:0050789 regulation of biological process,-2.818983377346561,4.164976335361731,4.144778022743852,28160,102,464,7,1.5086206896551724,0.5658875630451552,3822|6375|6850|7305|11126|56253|100528032,KLRC2|XCL1|SYK|TYROBP|CD160|CRTAM|KLRC4-KLRK1,-0.582655916376225,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.7088401600623007,GO:0002706,M1,1,0,GO Biological Processes,19,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-2.7088401600623007,3.2512315270935965,3.788060592387446,28160,168,464,9,1.9396551724137931,0.6402505824323579,3822|6375|11126|23529|30009|56253|91543|117157|100528032,KLRC2|XCL1|CD160|CLCF1|TBX21|CRTAM|RSAD2|SH2D1B|KLRC4-KLRK1,-0.4901460070780794,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.626770834151948,GO:0001910,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-2.626770834151948,4.440706476030277,4.038597249254912,28160,82,464,6,1.293103448275862,0.5244829726281087,3822|6375|7305|11126|56253|100528032,KLRC2|XCL1|TYROBP|CD160|CRTAM|KLRC4-KLRK1,-0.4294147366980688,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.3236572574851784,GO:0001906,M1,1,0,GO Biological Processes,19,cell killing,19_GO:0009987 cellular process,-2.3236572574851784,2.844827586206897,3.3199746828302366,28160,192,464,9,1.9396551724137931,0.6402505824323579,3811|3822|6375|6850|7305|10578|11126|56253|100528032,KIR3DL1|KLRC2|XCL1|SYK|TYROBP|GNLY|CD160|CRTAM|KLRC4-KLRK1,-0.21661757373818893,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.323054021873199,GO:0001909,M1,1,0,GO Biological Processes,19,leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-2.323054021873199,3.3986206896551723,3.4787673122440137,28160,125,464,7,1.5086206896551724,0.5658875630451552,3811|3822|6375|7305|11126|56253|100528032,KIR3DL1|KLRC2|XCL1|TYROBP|CD160|CRTAM|KLRC4-KLRK1,-0.21661757373818893,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.2496227548432155,GO:0042267,M1,1,0,GO Biological Processes,19,natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2496227548432155,4.397801099450276,3.657614891970363,28160,69,464,5,1.0775862068965518,0.479307664889128,3811|3822|11126|56253|100528032,KIR3DL1|KLRC2|CD160|CRTAM|KLRC4-KLRK1,-0.16207165086857905,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-2.231362175652883,GO:0042269,M1,1,0,GO Biological Processes,19,regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.231362175652883,5.517241379310345,3.8813423200070147,28160,44,464,4,0.8620689655172413,0.4291725540422387,3822|11126|56253|100528032,KLRC2|CD160|CRTAM|KLRC4-KLRK1,-0.14840682336739588,0,3,0,0,-11.06716311664854,9.788654060066742,
1,-10.670207343703558,GO:0051607,M1,1,0,GO Biological Processes,19,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-10.670207343703558,5.455249903138318,9.467583968994898,28160,267,464,24,5.172413793103448,1.0281464688181488,684|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|9636|10077|10346|10875|10964|23586|51191|64108|79132|81030|81622|91543|255520,BST2|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|ISG15|TSPAN32|TRIM22|FGL2|IFI44L|DDX58|HERC5|RTP4|DHX58|ZBP1|UNC93B1|RSAD2|ELMOD2,-7.2115883774571845,0,4,1,1,-10.670207343703558,16.183908045977013,
1,-10.670207343703558,GO:0140546,M1,1,0,GO Biological Processes,19,defense response to symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-10.670207343703558,5.455249903138318,9.467583968994898,28160,267,464,24,5.172413793103448,1.0281464688181488,684|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|9636|10077|10346|10875|10964|23586|51191|64108|79132|81030|81622|91543|255520,BST2|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|ISG15|TSPAN32|TRIM22|FGL2|IFI44L|DDX58|HERC5|RTP4|DHX58|ZBP1|UNC93B1|RSAD2|ELMOD2,-7.2115883774571845,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-10.58428191324319,GO:0009615,M1,1,0,GO Biological Processes,19,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-10.58428191324319,4.6051770862536205,9.022913148221162,28160,369,464,28,6.0344827586206895,1.1054657445077736,684|2268|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|6352|6375|9636|10077|10346|10875|10964|23586|30009|51191|64108|79132|81030|81622|91543|255520,BST2|FGR|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|CCL5|XCL1|ISG15|TSPAN32|TRIM22|FGL2|IFI44L|DDX58|TBX21|HERC5|RTP4|DHX58|ZBP1|UNC93B1|RSAD2|ELMOD2,-7.176815469444199,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-9.947166217218653,R-HSA-909733,M1,1,0,Reactome Gene Sets,6,Interferon alpha/beta signaling,,-9.947166217218653,11.270935960591133,11.136334075195878,28160,70,464,13,2.8017241379310347,0.7660956145421873,684|2537|3430|3433|3434|3437|4599|4600|4938|4940|9636|11274|91543,BST2|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|USP18|RSAD2,-6.643916494411117,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-8.197661995438358,R-HSA-913531,M1,1,0,Reactome Gene Sets,6,Interferon Signaling,,-8.197661995438358,5.489516548258535,8.226381460949518,28160,199,464,18,3.8793103448275863,0.8964513200661994,684|2537|2635|3430|3433|3434|3437|4599|4600|4938|4940|9636|10346|10475|11274|23586|51191|91543,BST2|IFI6|GBP3|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|TRIM22|TRIM38|USP18|DDX58|HERC5|RSAD2,-5.250926390170859,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-5.919665430602004,R-HSA-1280215,M1,1,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-5.919665430602004,2.631299734748011,5.7189229817411755,28160,715,464,31,6.681034482758621,1.1591718455395181,684|944|1154|2309|2537|2635|3430|3433|3434|3437|3600|4599|4600|4938|4940|6285|6352|6850|7132|8742|8767|8835|9636|10346|10475|11274|23529|23586|51191|51231|91543,BST2|TNFSF8|CISH|FOXO3|IFI6|GBP3|IFI35|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|S100B|CCL5|SYK|TNFRSF1A|TNFSF12|RIPK2|SOCS2|ISG15|TRIM22|TRIM38|USP18|CLCF1|DDX58|HERC5|VRK3|RSAD2,-3.220714309045262,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-5.538758063210038,GO:0048525,M1,1,0,GO Biological Processes,19,negative regulation of viral process,19_GO:0016032 viral process,-5.538758063210038,6.596701649175413,6.959522042136193,28160,92,464,10,2.1551724137931036,0.6741413332294612,684|3434|4061|4599|4938|4940|6352|7538|9636|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ZFP36|ISG15|RSAD2,-2.8582903473473085,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-5.4395911214921755,GO:0045071,M1,1,0,GO Biological Processes,19,negative regulation of viral genome replication,19_GO:0016032 viral process,-5.4395911214921755,8.669950738916256,7.436380419665265,28160,56,464,8,1.7241379310344827,0.604297008033773,684|3434|4599|4938|4940|6352|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|CCL5|ISG15|RSAD2,-2.785452344351796,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-5.1659184265961375,R-HSA-1169410,M1,1,0,Reactome Gene Sets,6,Antiviral mechanism by IFN-stimulated genes,,-5.1659184265961375,6.8275862068965525,6.756071349156041,28160,80,464,9,1.9396551724137931,0.6402505824323579,3434|4599|4600|4938|4940|9636|11274|23586|51191,IFIT1|MX1|MX2|OAS1|OAS3|ISG15|USP18|DDX58|HERC5,-2.5559873572217824,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-4.720704906923501,GO:0050792,M1,1,0,GO Biological Processes,19,regulation of viral process,19_GO:0016032 viral process,-4.720704906923501,4.440706476030277,5.7197972604714575,28160,164,464,12,2.586206896551724,0.7368564163568738,684|3434|4061|4599|4938|4940|6352|7538|9636|10346|10475|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ZFP36|ISG15|TRIM22|TRIM38|RSAD2,-2.165175927669072,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-4.50442922539774,WP4197,M1,1,0,WikiPathways,27,Immune response to tuberculosis,,-4.50442922539774,13.193403298350827,7.571972709229703,28160,23,464,5,1.0775862068965518,0.479307664889128,3430|3434|3437|4599|4938,IFI35|IFIT1|IFIT3|MX1|OAS1,-1.9815693628966786,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-4.4381477658884805,GO:1903900,M1,1,0,GO Biological Processes,19,regulation of viral life cycle,19_GO:0016032 viral process,-4.4381477658884805,4.51071761416589,5.542603044853206,28160,148,464,11,2.3706896551724137,0.7062662815884926,684|3434|4061|4599|4938|4940|6352|9636|10346|10475|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ISG15|TRIM22|TRIM38|RSAD2,-1.9276971613692395,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-4.090429932730381,GO:0045069,M1,1,0,GO Biological Processes,19,regulation of viral genome replication,19_GO:0016032 viral process,-4.090429932730381,5.711967545638945,5.631329633978737,28160,85,464,8,1.7241379310344827,0.604297008033773,684|3434|4599|4938|4940|6352|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|CCL5|ISG15|RSAD2,-1.6318109664840086,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-4.065547093642187,GO:0140374,M1,1,0,GO Biological Processes,19,antiviral innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.065547093642187,16.183908045977013,7.613557761675019,28160,15,464,4,0.8620689655172413,0.4291725540422387,3434|4599|4938|23586,IFIT1|MX1|OAS1|DDX58,-1.6123231592825202,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-3.734085233299072,R-HSA-1169408,M1,1,0,Reactome Gene Sets,6,ISG15 antiviral mechanism,,-3.734085233299072,5.900383141762451,5.388835866669465,28160,72,464,7,1.5086206896551724,0.5658875630451552,3434|4599|4600|9636|11274|23586|51191,IFIT1|MX1|MX2|ISG15|USP18|DDX58|HERC5,-1.3068747313043234,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-2.819425078663006,GO:0019079,M1,1,0,GO Biological Processes,19,viral genome replication,19_GO:0016032 viral process,-2.819425078663006,3.7062384838115294,4.018435395490772,28160,131,464,8,1.7241379310344827,0.604297008033773,684|3434|4599|4938|4940|6352|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|CCL5|ISG15|RSAD2,-0.582655916376225,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-2.1617159576286995,GO:0019058,M1,1,0,GO Biological Processes,19,viral life cycle,19_GO:0016032 viral process,-2.1617159576286995,2.290175666883539,2.9948237670267748,28160,318,464,12,2.586206896551724,0.7368564163568738,684|3434|4061|4599|4938|4940|6352|9636|10346|10475|51510|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ISG15|TRIM22|TRIM38|CHMP5|RSAD2,-0.11401316351560244,0,4,0,0,-10.670207343703558,16.183908045977013,
1,-6.517303161917893,R-HSA-198933,M1,1,0,Reactome Gene Sets,6,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-6.517303161917893,5.977011494252873,7.4185432650496175,28160,132,464,13,2.8017241379310347,0.7660956145421873,3384|3804|3811|3812|3820|7305|10219|11126|29990|51348|56253|117157|100528032,ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRB1|TYROBP|KLRG1|CD160|PILRB|KLRF1|CRTAM|SH2D1B|KLRC4-KLRK1,-3.768378065399313,0,5,1,1,-6.517303161917893,7.867177522349936,
1,-4.872112698166196,hsa04650,M1,1,0,KEGG Pathway,24,Natural killer cell mediated cytotoxicity ,,-4.872112698166196,5.019445164635727,6.013989988642631,28160,133,464,11,2.3706896551724137,0.7062662815884926,2207|3384|3804|3811|3812|3822|3823|6850|7305|117157|100528032,FCER1G|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|SYK|TYROBP|SH2D1B|KLRC4-KLRK1,-2.288554995311524,0,5,0,0,-6.517303161917893,7.867177522349936,
1,-4.872112698166196,ko04650,M1,1,0,KEGG Pathway,24,Natural killer cell mediated cytotoxicity,,-4.872112698166196,5.019445164635727,6.013989988642631,28160,133,464,11,2.3706896551724137,0.7062662815884926,2207|3384|3804|3811|3812|3822|3823|6850|7305|117157|100528032,FCER1G|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|SYK|TYROBP|SH2D1B|KLRC4-KLRK1,-2.288554995311524,0,5,0,0,-6.517303161917893,7.867177522349936,
